"ENTREZID"	"GO"	"ONTOLOGY"	"GENENAME"	"GOTERM"	"external_gene_name"	"Description_Ensembl"	"UniprotAcc"	"gene_name"	"persistent_id"	"name_PC"	"id_PC"	"Uniprot_ID"	"PANTHER_SF_ID"	"PANTHER_Family_name"	"PANTHER_SF_name"	"Description_NCBI"	"ALIAS"	"log2FoldChange"	"padj"
"106399846"	NA	NA	NA	NA	"BnaA09g46580D"	"BnaA09g46580D protein"	"A0A078GN20"	NA	NA	NA	NA	"A0A078GN20"	"PTHR24281:SF166"	"STEROID 21-HYDROXYLASE-RELATED"	"BNACNNG66710D PROTEIN"	"cytochrome P450 71B7"	"LOC106399846"	3.32246861572549	0.00337107282030293
"106400230"	"GO:0048658"	"BP"	"transcription factor bHLH89"	"anther wall tapetum development"	"BnaC05g04240D"	"BnaC05g04240D protein"	"A0A078F9Z0"	NA	NA	NA	NA	"A0A078F9Z0"	"PTHR46834:SF12"	"TRANSCRIPTION FACTOR BHLH91"	"TRANSCRIPTION FACTOR BHLH89"	"transcription factor bHLH89"	"LOC106400230"	-3.56386210180271	6.12855520091233e-15
"106400230"	"GO:0006355"	"BP"	"transcription factor bHLH89"	"regulation of DNA-templated transcription"	"BnaC05g04240D"	"BnaC05g04240D protein"	"A0A078F9Z0"	NA	NA	NA	NA	"A0A078F9Z0"	"PTHR46834:SF12"	"TRANSCRIPTION FACTOR BHLH91"	"TRANSCRIPTION FACTOR BHLH89"	"transcription factor bHLH89"	"LOC106400230"	-3.56386210180271	6.12855520091233e-15
"106400325"	NA	NA	NA	NA	"BnaC05g10940D"	"BnaC05g10940D protein"	"A0A078HWF5"	NA	NA	NA	NA	"A0A078HWF5"	"PTHR48268:SF2"	"HOMEOBOX PROTEIN KNOTTED-1-LIKE 6 ISOFORM X1"	"HOMEOBOX PROTEIN KNOTTED-1-LIKE 6 ISOFORM X1"	"protein KNATM"	"LOC106400325"	-5.22311239479766	0.00395404171782254
"106400364"	NA	NA	NA	NA	"BnaC05g01700D"	"BnaC05g01700D protein"	"A0A078FZE8"	NA	NA	NA	NA	"A0A078FZE8"	"PTHR23291:SF31"	"BAX INHIBITOR-RELATED"	"PROTEIN LIFEGUARD 4"	"protein LIFEGUARD 4"	"LOC106400364"	2.95894927052745	0.0283882433730105
"106400368"	NA	NA	NA	NA	"BnaC09g32700D"	"BnaC09g32700D protein"	"A0A078GMQ9"	NA	NA	NA	NA	"A0A078GMQ9"	"PTHR48000:SF21"	"OS09G0431300 PROTEIN"	"TRANSCRIPTION FACTOR MYB36"	"transcription factor MYB36"	"LOC106400368"	6.47508441472445	4.06700511225261e-06
"106400418"	NA	NA	NA	NA	"BnaC05g03080D"	"BnaC05g03080D protein"	"A0A078FV06"	NA	NA	NA	NA	NA	NA	NA	NA	"uncharacterized BNAC05G03080D"	"BNAC05G03080D"	1.42797113138363	4.48352022354339e-06
"106400440"	NA	NA	NA	NA	"BnaC04g38420D"	"Purple acid phosphatase"	"B4XB31"	NA	NA	NA	NA	NA	NA	NA	NA	"fe(3+)-Zn(2+) purple acid phosphatase 12"	"LOC106400440"	-1.72206760621774	4.48623510443555e-06
"106400585"	"GO:0046777"	"BP"	"probable LRR receptor-like serine/threonine-protein kinase At1g14390"	"protein autophosphorylation"	"BnaC05g10630D"	"BnaC05g10630D protein"	"A0A078HNZ4"	NA	NA	NA	NA	"A0A078HNZ4"	"PTHR48006:SF73"	"LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED"	"PROTEIN KINASE DOMAIN-CONTAINING PROTEIN"	"probable LRR receptor-like serine/threonine-protein kinase At1g14390"	"LOC106400585"	1.26334303723509	0.00352691385810342
"106400651"	"GO:0000209"	"BP"	"ubiquitin-conjugating enzyme E2 11"	"protein polyubiquitination"	"BnaC05g43870D"	"BnaC05g43870D protein"	"A0A078GN45"	NA	NA	NA	NA	"A0A078GN45"	"PTHR24068:SF495"	"UBIQUITIN-CONJUGATING ENZYME E2"	"UBIQUITIN-CONJUGATING ENZYME E2 11"	"ubiquitin-conjugating enzyme E2 11"	"LOC106400651"	1.29602011299282	4.30233418557052e-11
"106400651"	"GO:0006511"	"BP"	"ubiquitin-conjugating enzyme E2 11"	"ubiquitin-dependent protein catabolic process"	"BnaC05g43870D"	"BnaC05g43870D protein"	"A0A078GN45"	NA	NA	NA	NA	"A0A078GN45"	"PTHR24068:SF495"	"UBIQUITIN-CONJUGATING ENZYME E2"	"UBIQUITIN-CONJUGATING ENZYME E2 11"	"ubiquitin-conjugating enzyme E2 11"	"LOC106400651"	1.29602011299282	4.30233418557052e-11
"106400746"	NA	NA	NA	NA	"BnaC07g31340D"	"BnaC07g31340D protein"	"A0A078GEM0"	NA	NA	NA	NA	"A0A078GEM0"	"PTHR31677:SF226"	"AP2 DOMAIN CLASS TRANSCRIPTION FACTOR"	"ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF107"	"ethylene-responsive transcription factor ERF107"	"LOC106400746"	-1.62810444574717	0.0407401124854153
"106400750"	NA	NA	NA	NA	"BnaC05g19420D"	"BnaC05g19420D protein"	"A0A078FJT2"	NA	NA	NA	NA	"A0A078FJT2"	"PTHR21461:SF16"	"UNCHARACTERIZED"	"GLYCOSYLTRANSFERASE FAMILY 92 PROTEIN RCOM_0530710"	"glycosyltransferase family 92 protein At1g27200-like"	"LOC106400750"	2.08303220359114	4.65817750009339e-10
"106400853"	"GO:0009733"	"BP"	"transcription factor KUA1"	"response to auxin"	"BnaA02g25380D"	"BnaA02g25380D protein"	"A0A078GWD5"	NA	NA	NA	NA	"A0A078GWD5"	"PTHR44191:SF26"	"TRANSCRIPTION FACTOR KUA1"	"TRANSCRIPTION FACTOR KUA1"	"transcription factor KUA1"	"BNAA02G25380D"	1.79534863043828	3.28161552728994e-07
"106400853"	"GO:0009723"	"BP"	"transcription factor KUA1"	"response to ethylene"	"BnaA02g25380D"	"BnaA02g25380D protein"	"A0A078GWD5"	NA	NA	NA	NA	"A0A078GWD5"	"PTHR44191:SF26"	"TRANSCRIPTION FACTOR KUA1"	"TRANSCRIPTION FACTOR KUA1"	"transcription factor KUA1"	"BNAA02G25380D"	1.79534863043828	3.28161552728994e-07
"106400853"	"GO:0009739"	"BP"	"transcription factor KUA1"	"response to gibberellin"	"BnaA02g25380D"	"BnaA02g25380D protein"	"A0A078GWD5"	NA	NA	NA	NA	"A0A078GWD5"	"PTHR44191:SF26"	"TRANSCRIPTION FACTOR KUA1"	"TRANSCRIPTION FACTOR KUA1"	"transcription factor KUA1"	"BNAA02G25380D"	1.79534863043828	3.28161552728994e-07
"106400952"	"GO:0005985"	"BP"	"sucrose transport protein SUC2"	"sucrose metabolic process"	"BnaA07g10320D"	"BnaA07g10320D protein"	"A0A078GH15"	NA	NA	NA	NA	"A0A078GH15"	"PTHR19432:SF67"	"SUGAR TRANSPORTER"	"SUCROSE TRANSPORT PROTEIN SUC2"	"sucrose transport protein SUC2"	"LOC106400952"	2.85216415180921	2.76057244292215e-09
"106400986"	NA	NA	NA	NA	"BnaA06g36180D"	"BnaA06g36180D protein"	"A0A078H492"	NA	NA	NA	NA	"A0A078H492"	"PTHR11132:SF269"	"SOLUTE CARRIER FAMILY 35"	"TRIOSE PHOSPHATE/PHOSPHATE TRANSLOCATOR TPT, CHLOROPLASTIC"	"triose phosphate/phosphate translocator, chloroplastic"	"LOC106400986"	-1.95380115501632	1.63150547734172e-05
"106401009"	"GO:0045332"	"BP"	"probable phospholipid-transporting ATPase 11"	"phospholipid translocation"	"BnaA09g46440D"	"Phospholipid-transporting ATPase"	"A0A078GPR6"	NA	NA	NA	NA	"A0A078GPR6"	"PTHR24092:SF184"	"PROBABLE PHOSPHOLIPID-TRANSPORTING ATPASE"	"PHOSPHOLIPID-TRANSPORTING ATPASE 11-RELATED"	"probable phospholipid-transporting ATPase 11"	"LOC106401009"	-1.14137837399685	0.00818067752433927
"106401010"	"GO:0006833"	"BP"	"aquaporin TIP2-1"	"water transport"	"BnaC05g37160D"	"BnaC05g37160D protein"	"A0A078GXB0"	NA	NA	NA	NA	"A0A078GXB0"	"PTHR45665:SF9"	"AQUAPORIN-8"	"AQUAPORIN-8"	"aquaporin TIP2-1"	"LOC106401010"	2.11632797197211	0.000102975229336359
"106401124"	"GO:0016567"	"BP"	"RING-H2 finger protein ATL79"	"protein ubiquitination"	"BnaA02g25570D"	"BnaA02g25570D protein"	"A0A078GUU9"	NA	NA	NA	NA	"A0A078GUU9"	"PTHR46905:SF1"	"RING-H2 FINGER PROTEIN ATL78"	"RING-TYPE E3 UBIQUITIN TRANSFERASE"	"RING-H2 finger protein ATL79"	"LOC106401124"	3.76199094552549	0.0291316717874146
"106401136"	"GO:0051301"	"BP"	"cyclin-B2-1"	"cell division"	"BnaC09g09430D"	"BnaC09g09430D protein"	"A0A078GN97"	NA	NA	NA	NA	"A0A078GN97"	"PTHR10177:SF558"	"CYCLINS"	"CYCLIN N-TERMINAL DOMAIN-CONTAINING PROTEIN"	"cyclin-B2-1"	"LOC106401136"	1.24027371798636	0.0202012468220837
"106401136"	"GO:0044772"	"BP"	"cyclin-B2-1"	"mitotic cell cycle phase transition"	"BnaC09g09430D"	"BnaC09g09430D protein"	"A0A078GN97"	NA	NA	NA	NA	"A0A078GN97"	"PTHR10177:SF558"	"CYCLINS"	"CYCLIN N-TERMINAL DOMAIN-CONTAINING PROTEIN"	"cyclin-B2-1"	"LOC106401136"	1.24027371798636	0.0202012468220837
"106401136"	"GO:0000079"	"BP"	"cyclin-B2-1"	"regulation of cyclin-dependent protein serine/threonine kinase activity"	"BnaC09g09430D"	"BnaC09g09430D protein"	"A0A078GN97"	NA	NA	NA	NA	"A0A078GN97"	"PTHR10177:SF558"	"CYCLINS"	"CYCLIN N-TERMINAL DOMAIN-CONTAINING PROTEIN"	"cyclin-B2-1"	"LOC106401136"	1.24027371798636	0.0202012468220837
"106401196"	"GO:0015976"	"BP"	"beta carbonic anhydrase 3"	"carbon utilization"	"BnaA09g29930D"	"Carbonic anhydrase"	"A0A078JBP7"	NA	NA	NA	NA	"A0A078JBP7"	"PTHR11002:SF60"	"CARBONIC ANHYDRASE"	"CARBONIC ANHYDRASE"	"beta carbonic anhydrase 3"	"LOC106401196"	4.71183525062294	0.00274801550378728
"106401264"	"GO:0090156"	"BP"	"ORM1-like protein 3"	"cellular sphingolipid homeostasis"	"BnaC05g00700D"	"BnaC05g00700D protein"	"A0A078FPZ0"	NA	NA	NA	NA	"A0A078FPZ0"	"PTHR12665:SF28"	"ORMDL PROTEINS"	"ORMDL FAMILY PROTEIN"	"ORM1-like protein 3"	"LOC106401264"	1.03615403466345	2.94501541581177e-09
"106401264"	"GO:0006672"	"BP"	"ORM1-like protein 3"	"ceramide metabolic process"	"BnaC05g00700D"	"BnaC05g00700D protein"	"A0A078FPZ0"	NA	NA	NA	NA	"A0A078FPZ0"	"PTHR12665:SF28"	"ORMDL PROTEINS"	"ORMDL FAMILY PROTEIN"	"ORM1-like protein 3"	"LOC106401264"	1.03615403466345	2.94501541581177e-09
"106401264"	"GO:1900060"	"BP"	"ORM1-like protein 3"	"negative regulation of ceramide biosynthetic process"	"BnaC05g00700D"	"BnaC05g00700D protein"	"A0A078FPZ0"	NA	NA	NA	NA	"A0A078FPZ0"	"PTHR12665:SF28"	"ORMDL PROTEINS"	"ORMDL FAMILY PROTEIN"	"ORM1-like protein 3"	"LOC106401264"	1.03615403466345	2.94501541581177e-09
"106401306"	"GO:0006002"	"BP"	"ATP-dependent 6-phosphofructokinase 2"	"fructose 6-phosphate metabolic process"	"BnaA06g35220D"	"ATP-dependent 6-phosphofructokinase"	"A0A078FZE1"	NA	NA	NA	NA	"A0A078FZE1"	"PTHR45770:SF9"	"ATP-DEPENDENT 6-PHOSPHOFRUCTOKINASE 1"	"ATP-DEPENDENT 6-PHOSPHOFRUCTOKINASE 2"	"ATP-dependent 6-phosphofructokinase 2"	"LOC106401306"	1.01904054261605	1.17698198379825e-06
"106401345"	"GO:0005975"	"BP"	"glucan endo-1,3-beta-glucosidase 14"	"carbohydrate metabolic process"	"BnaC03g47100D"	"BnaC03g47100D protein"	"A0A078H0A2"	NA	NA	NA	NA	"A0A078H0A2"	"PTHR32227:SF236"	"GLUCAN ENDO-1,3-BETA-GLUCOSIDASE BG1-RELATED-RELATED"	"GLUCAN ENDO-1,3-BETA-GLUCOSIDASE 14"	"glucan endo-1,3-beta-glucosidase 14"	"LOC106401345"	1.03616380962702	0.00015058304860489
"106401375"	"GO:0009734"	"BP"	"tetraspanin-8"	"auxin-activated signaling pathway"	"BnaC03g27140D"	"BnaC03g27140D protein"	"A0A078G9R5"	NA	NA	NA	NA	"A0A078G9R5"	"PTHR32191:SF88"	"TETRASPANIN-8-RELATED"	"TETRASPANIN-8"	"tetraspanin-8"	"LOC106401375"	1.43895034364656	1.04212723665497e-16
"106401402"	"GO:0006457"	"BP"	"heat shock 70 kDa protein 16"	"protein folding"	"BnaCnng18070D"	"BnaCnng18070D protein"	"A0A078IK39"	NA	NA	NA	NA	"A0A078IK39"	"PTHR45639:SF15"	"HSC70CB, ISOFORM G-RELATED"	"HEAT SHOCK 70 KDA PROTEIN 16"	"heat shock 70 kDa protein 16"	"LOC106401402"	1.03991247636555	3.98352574970802e-12
"106401600"	"GO:0006004"	"BP"	"O-fucosyltransferase 15"	"fucose metabolic process"	"BnaC09g13600D"	"BnaC09g13600D protein"	"A0A078G4F2"	NA	NA	NA	NA	"A0A078G4F2"	"PTHR31933:SF10"	"O-FUCOSYLTRANSFERASE 2-RELATED"	"O-FUCOSYLTRANSFERASE 15"	"O-fucosyltransferase 15"	"BNAC09G13600D"	1.04614391051545	0.0165581493389336
"106401670"	NA	NA	NA	NA	"BnaC05g02100D"	"BnaC05g02100D protein"	"A0A078FZI9"	NA	NA	NA	NA	"A0A078FZI9"	"PTHR35274:SF5"	"E6-LIKE PROTEIN"	"SERINE/THREONINE-PROTEIN KINASE CLKA-RELATED"	"protein E6-like"	"LOC106401670"	2.91344072580913	0.0129746825030865
"106401698"	"GO:0019430"	"BP"	"copper chaperone for superoxide dismutase, chloroplastic/cytosolic"	"removal of superoxide radicals"	"BnaA09g47090D"	"BnaA09g47090D protein"	"A0A078GPM0"	NA	NA	NA	NA	"A0A078GPM0"	"PTHR10003:SF86"	"SUPEROXIDE DISMUTASE  CU-ZN -RELATED"	"COPPER CHAPERONE FOR SUPEROXIDE DISMUTASE"	"copper chaperone for superoxide dismutase, chloroplastic/cytosolic"	"LOC106401698"	-1.44559528432633	0.00109442105121088
"106401700"	NA	NA	NA	NA	"BnaA09g47080D"	"BnaA09g47080D protein"	"A0A078GMZ0"	NA	NA	NA	NA	"A0A078GMZ0"	"PTHR34356:SF3"	"ANTIGENIC HEAT-STABLE PROTEIN"	"EXPRESSED PROTEIN"	"uncharacterized BNAA09G47080D"	"BNAA09G47080D"	1.39058347702806	1.57373569976091e-10
"106401793"	NA	NA	NA	NA	"BnaC05g01050D"	"BnaC05g01050D protein"	"A0A078FQ11"	NA	NA	NA	NA	"A0A078FQ11"	"PTHR12121:SF50"	"CARBON CATABOLITE REPRESSOR PROTEIN 4"	"EF-HAND DOMAIN-CONTAINING PROTEIN"	"uncharacterized calcium-binding protein At1g02270"	"BNAC05G01050D"	1.38461455066878	1.71104517383355e-09
"106401848"	"GO:0006807"	"BP"	"tRNA-specific adenosine deaminase TAD3"	"nitrogen compound metabolic process"	"BnaCnng17020D"	"BnaCnng17020D protein"	"A0A078IJF8"	NA	NA	NA	NA	"A0A078IJF8"	"PTHR11079:SF156"	"CYTOSINE DEAMINASE FAMILY MEMBER"	"INACTIVE TRNA-SPECIFIC ADENOSINE DEAMINASE-LIKE PROTEIN 3-RELATED"	"tRNA-specific adenosine deaminase TAD3"	"BNACNNG17020D"	-1.10559364683616	0.000154218698355864
"106401848"	"GO:0071704"	"BP"	"tRNA-specific adenosine deaminase TAD3"	"organic substance metabolic process"	"BnaCnng17020D"	"BnaCnng17020D protein"	"A0A078IJF8"	NA	NA	NA	NA	"A0A078IJF8"	"PTHR11079:SF156"	"CYTOSINE DEAMINASE FAMILY MEMBER"	"INACTIVE TRNA-SPECIFIC ADENOSINE DEAMINASE-LIKE PROTEIN 3-RELATED"	"tRNA-specific adenosine deaminase TAD3"	"BNACNNG17020D"	-1.10559364683616	0.000154218698355864
"106401857"	NA	NA	NA	NA	"BnaC05g44310D"	"BnaC05g44310D protein"	"A0A078GSA0"	NA	NA	NA	NA	"A0A078GSA0"	"PTHR31717:SF131"	"ZINC FINGER PROTEIN CONSTANS-LIKE 10"	"ZINC FINGER PROTEIN CONSTANS-LIKE 9"	"zinc finger protein CONSTANS-LIKE 9"	"LOC106401857"	1.93639827132186	3.66167145891246e-06
"106402056"	NA	NA	NA	NA	"BnaA10g27970D"	"BnaA10g27970D protein"	"A0A078IU83"	NA	NA	NA	NA	"A0A078IU83"	"PTHR11132:SF375"	"SOLUTE CARRIER FAMILY 35"	"TPT DOMAIN-CONTAINING PROTEIN"	"UDP-xylose transporter 3"	"BNAA10G27970D"	1.07388360255116	1.18172711266303e-06
"106402078"	NA	NA	NA	NA	"BnaC05g01260D"	"BnaC05g01260D protein"	"A0A078FQV3"	NA	NA	NA	NA	"A0A078FQV3"	"PTHR33824:SF8"	"POLYKETIDE CYCLASE/DEHYDRASE AND LIPID TRANSPORT SUPERFAMILY PROTEIN"	"POLYKETIDE_CYC DOMAIN-CONTAINING PROTEIN"	"uncharacterized 17.2 kDa protein in melC2-rnhH intergenic region"	"BNAC05G01260D"	-1.73664290095512	0.000203588163017507
"106402093"	"GO:0006412"	"BP"	"30S ribosomal protein S21, chloroplastic"	"translation"	"BnaA02g28660D"	"BnaA02g28660D protein"	"A0A078H9J8"	NA	NA	NA	NA	"A0A078H9J8"	"PTHR21109:SF24"	"MITOCHONDRIAL 28S RIBOSOMAL PROTEIN S21"	"BNAA02G28660D PROTEIN"	"30S ribosomal protein S21, chloroplastic"	"BNAA02G28660D"	-2.12178006050508	3.78411988013442e-05
"106402165"	"GO:0006412"	"BP"	"50S ribosomal protein L34, chloroplastic"	"translation"	"BnaC06g17900D"	"BnaC06g17900D protein"	"A0A078GKE6"	NA	NA	NA	NA	"A0A078GKE6"	"PTHR14503:SF9"	"MITOCHONDRIAL RIBOSOMAL PROTEIN 34 FAMILY MEMBER"	"BNAC06G17900D PROTEIN"	"50S ribosomal protein L34, chloroplastic"	"LOC106402165"	-2.77000690063474	1.41258992034721e-12
"106402196"	NA	NA	NA	NA	"BnaA06g40090D"	"BnaA06g40090D protein"	"A0A078JDG0"	NA	NA	NA	NA	"A0A078JDG0"	"PTHR45714:SF38"	"HOMEOBOX-LEUCINE ZIPPER PROTEIN HAT14"	"HOMEOBOX-LEUCINE ZIPPER PROTEIN HAT2"	"homeobox-leucine zipper protein HAT2"	"LOC106402196"	-1.42186440647592	0.00209452721430749
"106402229"	"GO:0009734"	"BP"	"auxin-responsive protein IAA10"	"auxin-activated signaling pathway"	"BnaC05g02280D"	"Auxin-responsive protein"	"A0A078FUT1"	NA	NA	NA	NA	"A0A078FUT1"	"PTHR31734:SF136"	"AUXIN-RESPONSIVE PROTEIN IAA17"	"AUXIN-RESPONSIVE PROTEIN IAA10"	"auxin-responsive protein IAA10"	"LOC106402229"	1.10775959172192	0.00446395686623476
"106402229"	"GO:0006355"	"BP"	"auxin-responsive protein IAA10"	"regulation of DNA-templated transcription"	"BnaC05g02280D"	"Auxin-responsive protein"	"A0A078FUT1"	NA	NA	NA	NA	"A0A078FUT1"	"PTHR31734:SF136"	"AUXIN-RESPONSIVE PROTEIN IAA17"	"AUXIN-RESPONSIVE PROTEIN IAA10"	"auxin-responsive protein IAA10"	"LOC106402229"	1.10775959172192	0.00446395686623476
"106402256"	NA	NA	NA	NA	"BnaA02g28270D"	"BnaA02g28270D protein"	"A0A078HBP2"	NA	NA	NA	NA	"A0A078HBP2"	"PTHR47927:SF2"	"PUTATIVE-RELATED"	"PHOSPHOGLYCERATE MUTASE FAMILY PROTEIN"	"uncharacterized BNAA02G28270D"	"BNAA02G28270D"	1.10104713163129	1.17708799960091e-06
"106402336"	"GO:0030245"	"BP"	"endoglucanase 8"	"cellulose catabolic process"	"BnaC06g31870D"	"Endoglucanase"	"A0A078FF05"	NA	NA	NA	NA	"A0A078FF05"	"PTHR22298:SF138"	"ENDO-1,4-BETA-GLUCANASE"	"ENDOGLUCANASE"	"endoglucanase 8"	"LOC106402336"	1.34321414259316	0.000682547548582308
"106402493"	"GO:0009073"	"BP"	"chorismate mutase 3, chloroplastic"	"aromatic amino acid family biosynthetic process"	"BnaC06g30540D"	"Chorismate mutase"	"A0A078HT56"	NA	NA	NA	NA	"A0A078HT56"	"PTHR21145:SF15"	"CHORISMATE MUTASE"	"CHORISMATE MUTASE 3, CHLOROPLASTIC"	"chorismate mutase 3, chloroplastic"	"LOC106402493"	-1.27393624611605	4.56835739253947e-08
"106402493"	"GO:0008652"	"BP"	"chorismate mutase 3, chloroplastic"	"cellular amino acid biosynthetic process"	"BnaC06g30540D"	"Chorismate mutase"	"A0A078HT56"	NA	NA	NA	NA	"A0A078HT56"	"PTHR21145:SF15"	"CHORISMATE MUTASE"	"CHORISMATE MUTASE 3, CHLOROPLASTIC"	"chorismate mutase 3, chloroplastic"	"LOC106402493"	-1.27393624611605	4.56835739253947e-08
"106402493"	"GO:0046417"	"BP"	"chorismate mutase 3, chloroplastic"	"chorismate metabolic process"	"BnaC06g30540D"	"Chorismate mutase"	"A0A078HT56"	NA	NA	NA	NA	"A0A078HT56"	"PTHR21145:SF15"	"CHORISMATE MUTASE"	"CHORISMATE MUTASE 3, CHLOROPLASTIC"	"chorismate mutase 3, chloroplastic"	"LOC106402493"	-1.27393624611605	4.56835739253947e-08
"106402605"	"GO:0034605"	"BP"	"heat stress transcription factor A-4a"	"cellular response to heat"	"BnaC03g62890D"	"BnaC03g62890D protein"	"A0A078F894"	"BnaC03g62890D protein"	"PTN007416896"	"winged helix/forkhead transcription factor"	"PC00246"	"A0A078F894"	"PTHR10015:SF161"	"HEAT SHOCK TRANSCRIPTION FACTOR"	"HEAT STRESS TRANSCRIPTION FACTOR A-4A"	"heat stress transcription factor A-4a"	"LOC106402605"	2.63846495148976	9.20838151386898e-08
"106402605"	"GO:0006357"	"BP"	"heat stress transcription factor A-4a"	"regulation of transcription by RNA polymerase II"	"BnaC03g62890D"	"BnaC03g62890D protein"	"A0A078F894"	"BnaC03g62890D protein"	"PTN007416896"	"winged helix/forkhead transcription factor"	"PC00246"	"A0A078F894"	"PTHR10015:SF161"	"HEAT SHOCK TRANSCRIPTION FACTOR"	"HEAT STRESS TRANSCRIPTION FACTOR A-4A"	"heat stress transcription factor A-4a"	"LOC106402605"	2.63846495148976	9.20838151386898e-08
"106402693"	"GO:0009694"	"BP"	"alpha-hydroxynitrile lyase"	"jasmonic acid metabolic process"	"BnaCnng74390D"	"BnaCnng74390D protein"	"A0A078K1K5"	NA	NA	NA	NA	"A0A078K1K5"	"PTHR10992:SF1013"	"METHYLESTERASE FAMILY MEMBER"	"ALPHA-HYDROXYNITRILE LYASE"	"alpha-hydroxynitrile lyase"	"LOC106402693"	1.43287151486496	0.00605001943340506
"106402693"	"GO:0009696"	"BP"	"alpha-hydroxynitrile lyase"	"salicylic acid metabolic process"	"BnaCnng74390D"	"BnaCnng74390D protein"	"A0A078K1K5"	NA	NA	NA	NA	"A0A078K1K5"	"PTHR10992:SF1013"	"METHYLESTERASE FAMILY MEMBER"	"ALPHA-HYDROXYNITRILE LYASE"	"alpha-hydroxynitrile lyase"	"LOC106402693"	1.43287151486496	0.00605001943340506
"106402810"	"GO:0006535"	"BP"	"serine acetyltransferase 1, chloroplastic"	"cysteine biosynthetic process from serine"	"BnaC06g11170D"	"BnaC06g11170D protein"	"A0A078GLI0"	NA	NA	NA	NA	"A0A078GLI0"	"PTHR42811:SF11"	"SERINE ACETYLTRANSFERASE"	"SERINE ACETYLTRANSFERASE 1, CHLOROPLASTIC"	"serine acetyltransferase 1, chloroplastic"	"LOC106402810"	1.54022669559365	0.00223632257162319
"106402960"	NA	NA	NA	NA	"BnaC06g12840D"	"WAT1-related protein"	"A0A078FEJ2"	NA	NA	NA	NA	"A0A078FEJ2"	"PTHR31218:SF334"	"WAT1-RELATED PROTEIN"	"WAT1-RELATED PROTEIN"	"WAT1-related protein At5g40230"	"LOC106402960"	-3.83283088773739	0.028960826218668
"106403076"	"GO:0005975"	"BP"	"probable polygalacturonase"	"carbohydrate metabolic process"	"BnaA02g30650D"	"BnaA02g30650D protein"	"A0A078H8P9"	NA	NA	NA	NA	"A0A078H8P9"	"PTHR31339:SF72"	"PECTIN LYASE-RELATED"	"BNAA02G30650D PROTEIN"	"probable polygalacturonase"	"LOC106403076"	1.65308563166002	0.0056363261094181
"106403184"	"GO:0045490"	"BP"	"probable pectate lyase 20"	"pectin catabolic process"	"BnaA02g30490D"	"Pectate lyase"	"A0A078HAS2"	NA	NA	NA	NA	"A0A078HAS2"	"PTHR31683:SF120"	"PECTATE LYASE 18-RELATED"	"PECTATE LYASE 20-RELATED"	"probable pectate lyase 20"	"LOC106403184"	-1.77659966403509	0.0426964637233894
"106403192"	"GO:0006635"	"BP"	"3-ketoacyl-CoA thiolase 5, peroxisomal"	"fatty acid beta-oxidation"	"BnaA02g30470D"	"BnaA02g30470D protein"	"A0A078H5V4"	NA	NA	NA	NA	"A0A078H5V4"	"PTHR43853:SF15"	"3-KETOACYL-COA THIOLASE, PEROXISOMAL"	"3-KETOACYL-COA THIOLASE 5, PEROXISOMAL"	"3-ketoacyl-CoA thiolase 5, peroxisomal"	"LOC106403192"	-3.00766562523371	1.91451340255846e-06
"106403192"	"GO:0010124"	"BP"	"3-ketoacyl-CoA thiolase 5, peroxisomal"	"phenylacetate catabolic process"	"BnaA02g30470D"	"BnaA02g30470D protein"	"A0A078H5V4"	NA	NA	NA	NA	"A0A078H5V4"	"PTHR43853:SF15"	"3-KETOACYL-COA THIOLASE, PEROXISOMAL"	"3-KETOACYL-COA THIOLASE 5, PEROXISOMAL"	"3-ketoacyl-CoA thiolase 5, peroxisomal"	"LOC106403192"	-3.00766562523371	1.91451340255846e-06
"106403621"	"GO:0006887"	"BP"	"exocyst complex component EXO70A1"	"exocytosis"	"BnaCnng02750D"	"Exocyst subunit Exo70 family protein"	"C9EHS4"	NA	NA	NA	NA	NA	NA	NA	NA	"exocyst complex component EXO70A1"	"LOC106403621"	1.46368294188168	2.30385867489489e-15
"106403621"	"GO:0015031"	"BP"	"exocyst complex component EXO70A1"	"protein transport"	"BnaCnng02750D"	"Exocyst subunit Exo70 family protein"	"C9EHS4"	NA	NA	NA	NA	NA	NA	NA	NA	"exocyst complex component EXO70A1"	"LOC106403621"	1.46368294188168	2.30385867489489e-15
"106404501"	"GO:0006914"	"BP"	"autophagy-related protein 8i"	"autophagy"	"BnaA05g23940D"	"Autophagy-related protein"	"A0A078GY06"	NA	NA	NA	NA	NA	NA	NA	NA	"autophagy-related protein 8i"	"LOC106404501"	1.00898113261452	2.70765508127151e-06
"106404501"	"GO:0006995"	"BP"	"autophagy-related protein 8i"	"cellular response to nitrogen starvation"	"BnaA05g23940D"	"Autophagy-related protein"	"A0A078GY06"	NA	NA	NA	NA	NA	NA	NA	NA	"autophagy-related protein 8i"	"LOC106404501"	1.00898113261452	2.70765508127151e-06
