"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS" "log2FoldChange" "padj"
"106362595" NA NA NA NA "BnaA09g03010D" "uncharacterized BNAA09G03010D" "BNAA09G03010D" -9.78055900291536 1.65615161551385e-28
"106362691" "GO:0090307" "BP" "uncharacterized BNAA09G05950D" "mitotic spindle assembly" "BnaA09g05950D" "uncharacterized BNAA09G05950D" "BNAA09G05950D" -12.136600417251 2.22249092691937e-21
"106362691" "GO:0060236" "BP" "uncharacterized BNAA09G05950D" "regulation of mitotic spindle organization" "BnaA09g05950D" "uncharacterized BNAA09G05950D" "BNAA09G05950D" -12.136600417251 2.22249092691937e-21
"106362691" "GO:0032147" "BP" "uncharacterized BNAA09G05950D" "activation of protein kinase activity" "BnaA09g05950D" "uncharacterized BNAA09G05950D" "BNAA09G05950D" -12.136600417251 2.22249092691937e-21
"106362737" "GO:0036444" "BP" "calcium uniporter protein 3, mitochondrial" "calcium import into the mitochondrion" "BnaA09g07780D" "calcium uniporter protein 3, mitochondrial" "LOC106362737" -5.05905013602836 1.25374820364467e-13
"106362737" "GO:0051560" "BP" "calcium uniporter protein 3, mitochondrial" "mitochondrial calcium ion homeostasis" "BnaA09g07780D" "calcium uniporter protein 3, mitochondrial" "LOC106362737" -5.05905013602836 1.25374820364467e-13
"106362847" NA NA NA NA "BnaA09g13080D" "uncharacterized BNAA09G13080D" "BNAA09G13080D" -12.4572525942431 1.85949013955949e-22
"106363015" "GO:0009658" "BP" "uncharacterized protein At4g04980" "chloroplast organization" "BnaA09g20030D" "uncharacterized protein At4g04980" "BNAA09G20030D" -8.72199351616889 7.51981620847701e-45
"106363135" "GO:0051085" "BP" "protein psi1" "chaperone cofactor-dependent protein refolding" "BnaCnng49750D" "protein psi1" "LOC106363135" -5.41028435905511 2.86116879260446e-08
"106363337" NA NA NA NA "BnaAnng38390D" "phosphopantothenoylcysteine decarboxylase subunit VHS3" "LOC106363337" -6.90814443819144 0.000116822339901855
"106363906" NA NA NA NA "BnaC09g21480D" "late embryogenesis abundant protein 1" "LOC106363906" -14.1321824427161 3.35442028661395e-29
"106363978" NA NA NA NA "BnaAnng39320D" "protein SULFUR DEFICIENCY-INDUCED 1" "LOC106363978" -8.40648613492319 3.88817090044578e-12
"106363984" "GO:0006508" "BP" "probable aspartic proteinase GIP2" "proteolysis" "BnaA09g03020D" "probable aspartic proteinase GIP2" "LOC106363984" -8.83238547636766 5.55912180218304e-09
"106363995" "GO:0016132" "BP" "cytochrome P450 85A2" "brassinosteroid biosynthetic process" "BnaA09g02720D" "cytochrome P450 85A2" "LOC106363995" -15.124890821875 1.95948481532187e-33
"106363995" "GO:0010268" "BP" "cytochrome P450 85A2" "brassinosteroid homeostasis" "BnaA09g02720D" "cytochrome P450 85A2" "LOC106363995" -15.124890821875 1.95948481532187e-33
"106363995" "GO:0016125" "BP" "cytochrome P450 85A2" "sterol metabolic process" "BnaA09g02720D" "cytochrome P450 85A2" "LOC106363995" -15.124890821875 1.95948481532187e-33
"106364009" NA NA NA NA "BnaA09g04230D" "uncharacterized LOC106364009" "LOC106364009" -10.0090836423409 5.03868120287539e-65
"106364010" NA NA NA NA "BnaA09g04230D" "uncharacterized LOC106364010" "LOC106364010" -10.0090836423409 5.03868120287539e-65
"106364075" "GO:0005975" "BP" "acidic endochitinase" "carbohydrate metabolic process" "BnaA09g05050D" "acidic endochitinase" "LOC106364075" -7.32003060956559 2.10816412257481e-05
"106364105" "GO:0045944" "BP" "agamous-like MADS-box protein AGL80" "positive regulation of transcription by RNA polymerase II" "BnaAnng16690D" "agamous-like MADS-box protein AGL80" "LOC106364105" -9.82501983647916 1.41569486930854e-12
"106364105" "GO:0006357" "BP" "agamous-like MADS-box protein AGL80" "regulation of transcription by RNA polymerase II" "BnaAnng16690D" "agamous-like MADS-box protein AGL80" "LOC106364105" -9.82501983647916 1.41569486930854e-12
"106364114" NA NA NA NA "BnaA09g06220D" "uncharacterized LOC106364114" "LOC106364114" -5.60698397413569 1.56181895108394e-09
"106364115" "GO:0008643" "BP" "bidirectional sugar transporter SWEET5" "carbohydrate transport" "BnaA09g06250D" "bidirectional sugar transporter SWEET5" "LOC106364115" -13.5256737615173 1.95773360214351e-26
"106364165" "GO:0019722" "BP" "protein RALF-like 34" "calcium-mediated signaling" "BnaA09g07580D" "protein RALF-like 34" "LOC106364165" -3.42965029721963 6.13995796103122e-10
"106364177" "GO:0006749" "BP" "glutathione S-transferase F14" "glutathione metabolic process" "BnaA09g08250D" "glutathione S-transferase F14" "LOC106364177" -11.7711900362349 1.78945237369677e-19
"106364177" "GO:0042221" "BP" "glutathione S-transferase F14" "response to chemical" "BnaA09g08250D" "glutathione S-transferase F14" "LOC106364177" -11.7711900362349 1.78945237369677e-19
"106364178" "GO:0006357" "BP" "nuclear transcription factor Y subunit B-7" "regulation of transcription by RNA polymerase II" "BnaA09g08330D" "nuclear transcription factor Y subunit B-7" "LOC106364178" -10.1139140202838 2.64079525804245e-33
"106364180" "GO:0007015" "BP" "rac-like GTP-binding protein ARAC1" "actin filament organization" "BnaA09g09330D" "rac-like GTP-binding protein ARAC1" "LOC106364180" -2.63742574627594 3.09446191872058e-09
"106364180" "GO:0030865" "BP" "rac-like GTP-binding protein ARAC1" "cortical cytoskeleton organization" "BnaA09g09330D" "rac-like GTP-binding protein ARAC1" "LOC106364180" -2.63742574627594 3.09446191872058e-09
"106364180" "GO:0007163" "BP" "rac-like GTP-binding protein ARAC1" "establishment or maintenance of cell polarity" "BnaA09g09330D" "rac-like GTP-binding protein ARAC1" "LOC106364180" -2.63742574627594 3.09446191872058e-09
"106364180" "GO:0032956" "BP" "rac-like GTP-binding protein ARAC1" "regulation of actin cytoskeleton organization" "BnaA09g09330D" "rac-like GTP-binding protein ARAC1" "LOC106364180" -2.63742574627594 3.09446191872058e-09
"106364180" "GO:0008360" "BP" "rac-like GTP-binding protein ARAC1" "regulation of cell shape" "BnaA09g09330D" "rac-like GTP-binding protein ARAC1" "LOC106364180" -2.63742574627594 3.09446191872058e-09
"106364180" "GO:0007264" "BP" "rac-like GTP-binding protein ARAC1" "small GTPase mediated signal transduction" "BnaA09g09330D" "rac-like GTP-binding protein ARAC1" "LOC106364180" -2.63742574627594 3.09446191872058e-09
"106364185" NA NA NA NA "BnaC09g09450D" "protein NOI4-like" "LOC106364185" -9.42347419253419 1.58853925356015e-22
"106364212" NA NA NA NA "BnaC09g09610D" "chaperone protein dnaJ 11, chloroplastic" "LOC106364212" -1.4287259418876 0.00552454045692154
"106364220" "GO:0042989" "BP" "profilin-4" "sequestering of actin monomers" "BnaA01g07530D" "profilin-4" "LOC106364220" -7.64364587153464 5.49685764838414e-57
"106364236" NA NA NA NA "BnaC09g12320D" "defensin-like protein 35" "LOC106364236" -9.14996670428563 3.70827146254298e-11
"106364239" NA NA NA NA "BnaA09g11920D" "late embryogenesis abundant protein At1g64065" "LOC106364239" -2.78645144346594 0.000609144820746868
"106364262" NA NA NA NA "BnaC09g51250D" "16 kDa phloem protein 2" "LOC106364262" -4.27536196617181 3.32462598016785e-16
"106364305" NA NA NA NA "BnaC09g15570D" "uncharacterized BNAC09G15570D" "BNAC09G15570D" -15.4165439323947 3.58482415081892e-35
"106364371" "GO:0006012" "BP" "putative UDP-arabinose 4-epimerase 4" "galactose metabolic process" "BnaA09g17150D" "putative UDP-arabinose 4-epimerase 4" "LOC106364371" -2.40327773202655 1.78309462361543e-06
"106364373" "GO:0048564" "BP" "uncharacterized BNAC05G23990D" "photosystem I assembly" "BnaC05g23990D" "uncharacterized BNAC05G23990D" "BNAC05G23990D" -8.26261787539713 1.51475091985043e-08
"106364373" "GO:0080183" "BP" "uncharacterized BNAC05G23990D" "response to photooxidative stress" "BnaC05g23990D" "uncharacterized BNAC05G23990D" "BNAC05G23990D" -8.26261787539713 1.51475091985043e-08
"106364422" NA NA NA NA "BnaA01g32930D" "stress-induced protein KIN2-like" "LOC106364422" -10.8607245793243 5.18683572209394e-38
"106364426" NA NA NA NA "BnaA09g18110D" "RING-H2 finger protein ATL30" "LOC106364426" -4.62911354422969 6.64730910288467e-18
"106364447" NA NA NA NA "BnaAnng07290D" "pEARLI1-like lipid transfer protein 1" "LOC106364447" -8.42381314487361 8.3301258515807e-08
"106364449" "GO:0006355" "BP" "transcription factor bHLH28" "regulation of DNA-templated transcription" "BnaA09g53560D" "transcription factor bHLH28" "LOC106364449" -10.8217185736018 2.09551676552382e-15
"106364524" NA NA NA NA "BnaC08g14990D" "uncharacterized LOC106364524" "LOC106364524" -12.7571383934444 3.2884017349873e-23
"106364554" NA NA NA NA "BnaA09g56800D" "uncharacterized BNAA09G56800D" "BNAA09G56800D" -10.1876592387192 1.08263130669668e-13
"106364623" "GO:0006044" "BP" "uncharacterized BNAANNG27230D" "N-acetylglucosamine metabolic process" "BnaAnng27230D" "uncharacterized BNAANNG27230D" "BNAANNG27230D" -6.33938001902725 2.6253826989047e-27
"106364623" "GO:0006487" "BP" "uncharacterized BNAANNG27230D" "protein N-linked glycosylation" "BnaAnng27230D" "uncharacterized BNAANNG27230D" "BNAANNG27230D" -6.33938001902725 2.6253826989047e-27
"106364646" NA NA NA NA "BnaA09g26210D" "putative hydrolase C777.06c" "LOC106364646" -2.50571163499046 3.51889767200079e-06
"106364666" NA NA NA NA "BnaA09g27880D" "protein KINESIN LIGHT CHAIN-RELATED 3" "BNAA09G27880D" -11.9850651659952 8.28504559362261e-21
"106364672" NA NA NA NA "BnaC05g21120D" "uncharacterized LOC106364672" "LOC106364672" -7.06938389347093 3.27003188181902e-05
"106364675" NA NA NA NA "BnaA09g28190D" "anther-specific protein BCP1" "LOC106364675" -12.7538609062575 3.58660069002774e-154
"106364680" NA NA NA NA "BnaA09g28330D" "probable calcium-binding protein CML25" "LOC106364680" -4.61920972653784 1.02127155093096e-17
"106364687" NA NA NA NA "BnaA09g26720D" "uncharacterized BNAA09G26720D" "BNAA09G26720D" -4.61098772197503 8.79565831703166e-07
"106364853" NA NA NA NA "BnaA02g30970D" "peroxygenase 2" "LOC106364853" -2.16662865789914 4.81060507361511e-11
"106364936" "GO:0046854" "BP" "phosphatidylinositol 4-phosphate 5-kinase 4" "phosphatidylinositol phosphate biosynthetic process" "BnaA09g36300D" "phosphatidylinositol 4-phosphate 5-kinase 4" "LOC106364936" -11.9415181307849 6.14121953491951e-27
"106364936" "GO:0016310" "BP" "phosphatidylinositol 4-phosphate 5-kinase 4" "phosphorylation" "BnaA09g36300D" "phosphatidylinositol 4-phosphate 5-kinase 4" "LOC106364936" -11.9415181307849 6.14121953491951e-27
"106364943" NA NA NA NA "BnaA09g35870D" "putative thioredoxin H10" "LOC106364943" -6.95097339607424 4.93150591867489e-07
"106364955" "GO:0016042" "BP" "phosphoinositide phospholipase C 7" "lipid catabolic process" "BnaA09g35480D" "phosphoinositide phospholipase C 7" "LOC106364955" -2.02939079508281 4.51950395064694e-05
"106364955" "GO:0048015" "BP" "phosphoinositide phospholipase C 7" "phosphatidylinositol-mediated signaling" "BnaA09g35480D" "phosphoinositide phospholipase C 7" "LOC106364955" -2.02939079508281 4.51950395064694e-05
"106365068" "GO:0006207" "BP" "probable UMP-CMP kinase 1" "'de novo' pyrimidine nucleobase biosynthetic process" "BnaA09g38260D" "probable UMP-CMP kinase 1" "LOC106365068" -10.6419299515071 1.44712068821936e-15
"106365068" "GO:0046705" "BP" "probable UMP-CMP kinase 1" "CDP biosynthetic process" "BnaA09g38260D" "probable UMP-CMP kinase 1" "LOC106365068" -10.6419299515071 1.44712068821936e-15
"106365068" "GO:0016310" "BP" "probable UMP-CMP kinase 1" "phosphorylation" "BnaA09g38260D" "probable UMP-CMP kinase 1" "LOC106365068" -10.6419299515071 1.44712068821936e-15
"106365068" "GO:0006225" "BP" "probable UMP-CMP kinase 1" "UDP biosynthetic process" "BnaA09g38260D" "probable UMP-CMP kinase 1" "LOC106365068" -10.6419299515071 1.44712068821936e-15
"106365117" NA NA NA NA "BnaA09g39730D" "probable pectinesterase/pectinesterase inhibitor" "LOC106365117" -7.44247007686327 1.70492891433063e-120
"106365147" NA NA NA NA "BnaA09g41380D" "fasciclin-like arabinogalactan protein 3" "LOC106365147" -15.9237324047912 5.78105655875991e-37
"106365163" "GO:0009617" "BP" "reticulon-like protein B13" "response to bacterium" "BnaA09g41910D" "reticulon-like protein B13" "LOC106365163" -8.62891361446734 2.62843143922511e-08
"106365164" NA NA NA NA "BnaA09g41930D" "GDSL esterase/lipase At2g23540" "LOC106365164" -3.40763505939995 0.0181538852775483
"106365180" NA NA NA NA "BnaA09g42610D" "classical arabinogalactan protein 2" "LOC106365180" -8.46826870348392 5.49752479277441e-13
"106365186" "GO:0016192" "BP" "ras-related protein RABH1d" "vesicle-mediated transport" "BnaA09g42740D" "ras-related protein RABH1d" "LOC106365186" -6.14808702901958 1.28532962505341e-23
"106365188" NA NA NA NA "BnaC08g35290D" "PLAT domain-containing protein 2-like" "LOC106365188" -5.2181038208992 3.93060128094374e-28
"106365223" NA NA NA NA "BnaA09g43770D" "CRIB domain-containing protein RIC6" "LOC106365223" -13.3310802928875 1.1977408431389e-25
"106365225" NA NA NA NA "BnaA09g55980D" "signaling peptide TAXIMIN 2" "LOC106365225" -2.42765125622256 0.000823417832090617
"106365318" NA NA NA NA "BnaCnng25130D" "short-chain dehydrogenase TIC 32 B, chloroplastic-like" "LOC106365318" -4.40147431840239 0.000437159787499658
"106365327" NA NA NA NA "BnaA02g33420D" "HVA22-like protein b" "LOC106365327" -8.88474674493838 2.84991002241909e-09
"106365333" NA NA NA NA "BnaA09g44650D" "non-specific lipid transfer protein GPI-anchored 3" "LOC106365333" -7.04310376708205 2.37603726611108e-29
"106365342" "GO:0006355" "BP" "mini zinc finger protein 3" "regulation of DNA-templated transcription" "BnaA09g44460D" "mini zinc finger protein 3" "LOC106365342" -6.62766903595963 0.00473531943651338
"106365399" NA NA NA NA "BnaAnng12290D" "uncharacterized BNAANNG12290D" "BNAANNG12290D" -3.3286937628031 5.7446196170756e-20
"106365400" NA NA NA NA "BnaAnng12260D" "NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B" "LOC106365400" -1.437682382223 0.0257365872150564
"106365418" "GO:0015031" "BP" "secretory carrier-associated membrane protein 2" "protein transport" "BnaA09g50910D" "secretory carrier-associated membrane protein 2" "LOC106365418" -8.6869309130849 8.44895590590407e-45
"106365425" "GO:0005975" "BP" "exopolygalacturonase clone GBGE184-like" "carbohydrate metabolic process" "BnaA09g51170D" "exopolygalacturonase clone GBGE184-like" "LOC106365425" -16.0287483251098 9.00105133768439e-38
"106365441" "GO:0045490" "BP" "probable pectate lyase 6" "pectin catabolic process" "BnaA06g34060D" "probable pectate lyase 6" "LOC106365441" -10.0130397885353 6.14220727389361e-38
"106365445" "GO:0050832" "BP" "defensin-like protein 10" "defense response to fungus" "BnaC07g21520D" "defensin-like protein 10" "LOC106365445" -15.524947671839 2.52236383973469e-35
"106365445" "GO:0031640" "BP" "defensin-like protein 10" "killing of cells of another organism" "BnaC07g21520D" "defensin-like protein 10" "LOC106365445" -15.524947671839 2.52236383973469e-35
"106365449" NA NA NA NA "BnaAnng07260D" "pectinesterase inhibitor 12" "LOC106365449" -14.8554990030101 3.86568812338582e-32
"106365494" NA NA NA NA "BnaAnng15690D" "uncharacterized LOC106365494" "LOC106365494" -12.5518104790438 1.44285046202449e-22
"106365532" "GO:0006468" "BP" "shaggy-related protein kinase theta" "protein phosphorylation" "BnaA09g51790D" "shaggy-related protein kinase theta" "LOC106365532" -1.57744298544759 3.41062199592723e-05
"106365532" "GO:0007165" "BP" "shaggy-related protein kinase theta" "signal transduction" "BnaA09g51790D" "shaggy-related protein kinase theta" "LOC106365532" -1.57744298544759 3.41062199592723e-05
"106365542" "GO:0006468" "BP" "probable serine/threonine-protein kinase At1g01540" "protein phosphorylation" "BnaA09g00050D" "probable serine/threonine-protein kinase At1g01540" "LOC106365542" -1.30833253416577 0.0188832978991242
"106365553" NA NA NA NA "BnaA02g05360D" "protein OXIDATIVE STRESS 3 LIKE 2" "BNAA02G05360D" -2.26694475229851 0.000191468505875612
"106365583" "GO:0006468" "BP" "U-box domain-containing protein 35" "protein phosphorylation" "BnaC05g12800D" "U-box domain-containing protein 35" "LOC106365583" -3.92666629061612 3.90269671253167e-20
"106365622" "GO:0008654" "BP" "phosphatidylglycerophosphate phosphatase PTPMT1" "phospholipid biosynthetic process" "BnaC04g44700D" "phosphatidylglycerophosphate phosphatase PTPMT1" "LOC106365622" -1.09722978394107 0.0101256045602949
"106365622" "GO:0006470" "BP" "phosphatidylglycerophosphate phosphatase PTPMT1" "protein dephosphorylation" "BnaC04g44700D" "phosphatidylglycerophosphate phosphatase PTPMT1" "LOC106365622" -1.09722978394107 0.0101256045602949
"106365658" "GO:0006468" "BP" "probable serine/threonine-protein kinase At1g01540" "protein phosphorylation" "BnaA09g00050D" "probable serine/threonine-protein kinase At1g01540" "LOC106365658" -1.30833253416577 0.0188832978991242
"106365659" NA NA NA NA "BnaA05g33980D" "uncharacterized BNAA05G33980D" "BNAA05G33980D" -4.07003660269895 6.33105537779308e-09
"106365668" NA NA NA NA "BnaA01g33590D" "uncharacterized BNAA01G33590D" "BNAA01G33590D" -3.52736670138655 4.95654244980881e-12
"106365716" NA NA NA NA "BnaA10g07230D" "pentatricopeptide repeat-containing protein At4g14190, chloroplastic" "LOC106365716" -1.67869076983167 0.000827791460284352
"106365779" NA NA NA NA "BnaA09g13300D" "1-aminocyclopropane-1-carboxylate oxidase" "LOC106365779" -1.63139444588179 0.00750846263782889
"106365780" NA NA NA NA "BnaC02g44960D" "alpha/beta hydrolase domain-containing protein 17B" "LOC106365780" -12.6559949115307 8.29767724553103e-23
"106365833" "GO:0010133" "BP" "proline dehydrogenase 1, mitochondrial" "proline catabolic process to glutamate" "BnaA09g02760D" "proline dehydrogenase 1, mitochondrial" "LOC106365833" -7.45851477958791 1.02714495669226e-82
"106365848" "GO:0006886" "BP" "vesicle transport v-SNARE 13" "intracellular protein transport" "BnaA09g02560D" "vesicle transport v-SNARE 13" "LOC106365848" -2.26375072888516 3.19798805070015e-05
"106365848" "GO:0006906" "BP" "vesicle transport v-SNARE 13" "vesicle fusion" "BnaA09g02560D" "vesicle transport v-SNARE 13" "LOC106365848" -2.26375072888516 3.19798805070015e-05
"106365864" NA NA NA NA "BnaA09g04010D" "F-box/kelch-repeat protein At5g26960" "LOC106365864" -1.55472809538562 0.000954072577551217
"106365882" "GO:0006207" "BP" "UMP-CMP kinase 3" "'de novo' pyrimidine nucleobase biosynthetic process" "BnaA09g04210D" "UMP-CMP kinase 3" "LOC106365882" -3.25173387022258 2.80381636516773e-10
"106365882" "GO:0046705" "BP" "UMP-CMP kinase 3" "CDP biosynthetic process" "BnaA09g04210D" "UMP-CMP kinase 3" "LOC106365882" -3.25173387022258 2.80381636516773e-10
"106365882" "GO:0016310" "BP" "UMP-CMP kinase 3" "phosphorylation" "BnaA09g04210D" "UMP-CMP kinase 3" "LOC106365882" -3.25173387022258 2.80381636516773e-10
"106365882" "GO:0006225" "BP" "UMP-CMP kinase 3" "UDP biosynthetic process" "BnaA09g04210D" "UMP-CMP kinase 3" "LOC106365882" -3.25173387022258 2.80381636516773e-10
"106365918" "GO:0043067" "BP" "E3 ubiquitin-protein ligase BOI" "regulation of programmed cell death" "BnaC01g41070D" "E3 ubiquitin-protein ligase BOI" "LOC106365918" -2.95840421349418 0.043789094276106
"106366096" NA NA NA NA "BnaA09g05920D" "probable carboxylesterase 120" "LOC106366096" -2.25855273799429 1.58712451749844e-06
"106366164" NA NA NA NA "BnaA09g06210D" "uncharacterized BNAA09G06210D" "BNAA09G06210D" -8.92523858413435 9.25983798761636e-20
"106366284" NA NA NA NA "BnaA09g07830D" "uncharacterized BNAA09G07830D" "BNAA09G07830D" -8.46847524757334 5.79636634110223e-07
"106366304" "GO:0031146" "BP" "F-box protein SKIP2" "SCF-dependent proteasomal ubiquitin-dependent protein catabolic process" "BnaA09g07490D" "F-box protein SKIP2" "LOC106366304" -1.27056661597404 0.0118577085925652
"106366448" "GO:0019343" "BP" "methionine gamma-lyase" "cysteine biosynthetic process via cystathionine" "BnaA09g53100D" "methionine gamma-lyase" "LOC106366448" -2.5653462030313 5.80744920034515e-06
"106366448" "GO:0019346" "BP" "methionine gamma-lyase" "transsulfuration" "BnaA09g53100D" "methionine gamma-lyase" "LOC106366448" -2.5653462030313 5.80744920034515e-06
"106366468" NA NA NA NA "BnaA09g12260D" "uncharacterized BNAA09G12260D" "BNAA09G12260D" -3.00948340794879 1.56599257504633e-07
"106366470" "GO:0006012" "BP" "UDP-glucose 4-epimerase 4" "galactose metabolic process" "BnaA09g12250D" "UDP-glucose 4-epimerase 4" "LOC106366470" -1.85519790344443 0.000558955426620554
"106366470" "GO:0006364" "BP" "UDP-glucose 4-epimerase 4" "rRNA processing" "BnaA09g12250D" "UDP-glucose 4-epimerase 4" "LOC106366470" -1.85519790344443 0.000558955426620554
"106366482" NA NA NA NA "BnaA09g12020D" "V-type proton ATPase subunit E3" "LOC106366482" -2.46838034889724 2.65278215824424e-06
"106366485" NA NA NA NA "BnaA09g11970D" "putative cell division cycle ATPase" "LOC106366485" -5.0571639739516 1.1935501763194e-14
"106366544" NA NA NA NA "BnaA09g12710D" "non-specific lipid transfer protein GPI-anchored 7" "LOC106366544" -3.2641093020462 3.88511354599999e-15
"106366620" NA NA NA NA "BnaC09g17400D" "uncharacterized BNAC09G17400D" "BNAC09G17400D" -2.22905231006491 0.000231576821618064
"106366640" NA NA NA NA "BnaCnng19730D" "stem-specific protein TSJT1" "LOC106366640" -1.85996440597372 6.20567991812492e-06
"106366703" "GO:0006048" "BP" "UDP-N-acetylglucosamine diphosphorylase 1" "UDP-N-acetylglucosamine biosynthetic process" "BnaCnng10940D" "UDP-N-acetylglucosamine diphosphorylase 1" "LOC106366703" -2.01585096576896 0.000405661488434079
"106366704" NA NA NA NA "BnaCnng10920D" "uncharacterized BNACNNG10920D" "BNACNNG10920D" -2.40427060441221 3.03316276644551e-05
"106366720" "GO:0034976" "BP" "B2 protein" "response to endoplasmic reticulum stress" "BnaC06g13910D" "B2 protein" "LOC106366720" -1.91584422701427 0.000192850103409739
"106366723" "GO:0019915" "BP" "oleosin" "lipid storage" "BnaA01g26680D" "oleosin" "LOC106366723" -7.43731373021801 1.81634853746764e-30
"106366723" "GO:0022414" "BP" "oleosin" "reproductive process" "BnaA01g26680D" "oleosin" "LOC106366723" -7.43731373021801 1.81634853746764e-30
"106366819" "GO:1990575" "BP" "mitochondrial carnitine/acylcarnitine carrier-like protein" "mitochondrial L-ornithine transmembrane transport" "BnaA09g18190D" "mitochondrial carnitine/acylcarnitine carrier-like protein" "LOC106366819" -2.60334391225671 1.08420281966693e-12
"106366867" "GO:0042742" "BP" "L-type lectin-domain containing receptor kinase VII.1" "defense response to bacterium" "BnaA09g20070D" "L-type lectin-domain containing receptor kinase VII.1" "LOC106366867" -2.82731041679559 0.000297291204662795
"106366867" "GO:0002229" "BP" "L-type lectin-domain containing receptor kinase VII.1" "defense response to oomycetes" "BnaA09g20070D" "L-type lectin-domain containing receptor kinase VII.1" "LOC106366867" -2.82731041679559 0.000297291204662795
"106366867" "GO:0006468" "BP" "L-type lectin-domain containing receptor kinase VII.1" "protein phosphorylation" "BnaA09g20070D" "L-type lectin-domain containing receptor kinase VII.1" "LOC106366867" -2.82731041679559 0.000297291204662795
"106366895" "GO:0019419" "BP" "5'-adenylylsulfate reductase 1, chloroplastic" "sulfate reduction" "BnaA09g20370D" "5'-adenylylsulfate reductase 1, chloroplastic" "LOC106366895" -5.55328438877172 1.60973752947716e-38
"106366924" "GO:0006468" "BP" "cysteine-rich receptor-like protein kinase 36" "protein phosphorylation" "BnaCnng60590D" "cysteine-rich receptor-like protein kinase 36" "LOC106366924" -6.7634810344965 1.25566613671651e-13
"106366950" NA NA NA NA "BnaA04g20950D" "E3 ubiquitin-protein ligase PUB23-like" "LOC106366950" -3.14197085829572 0.0286081547811348
"106367042" "GO:0044255" "BP" "embryogenesis-associated protein EMB8" "cellular lipid metabolic process" "BnaAnng02290D" "embryogenesis-associated protein EMB8" "LOC106367042" -2.16395284528218 2.66875084632353e-06
"106367246" NA NA NA NA "BnaAnng35830D" "berberine bridge enzyme-like 11" "LOC106367246" -3.13010457458834 7.54592821615582e-08
"106367365" NA NA NA NA "BnaA09g26460D" "F-box/kelch-repeat protein At1g30090" "LOC106367365" -1.99530352983509 0.00138239814868658
"106367372" NA NA NA NA "BnaA09g26540D" "60S ribosomal protein L18a-like protein" "LOC106367372" -2.58133347799345 1.40863733303432e-10
"106367394" NA NA NA NA "BnaA09g26810D" "uncharacterized BNAA09G26810D" "BNAA09G26810D" -1.86260213888211 1.23588965047336e-05
"106367408" "GO:0006004" "BP" "O-fucosyltransferase 8" "fucose metabolic process" "BnaA09g54120D" "O-fucosyltransferase 8" "BNAA09G54120D" -4.5927470686744 2.27823263807055e-23
"106367479" "GO:0006355" "BP" "tubby-like F-box protein 10" "regulation of DNA-templated transcription" "BnaA09g28410D" "tubby-like F-box protein 10" "LOC106367479" -2.89028203174283 1.69647193902479e-07
"106367503" "GO:0035556" "BP" "CBL-interacting serine/threonine-protein kinase 7" "intracellular signal transduction" "BnaC05g29370D" "CBL-interacting serine/threonine-protein kinase 7" "LOC106367503" -2.50783115571665 4.7808809710788e-06
"106367503" "GO:0006468" "BP" "CBL-interacting serine/threonine-protein kinase 7" "protein phosphorylation" "BnaC05g29370D" "CBL-interacting serine/threonine-protein kinase 7" "LOC106367503" -2.50783115571665 4.7808809710788e-06
"106367541" "GO:0006486" "BP" "hydroxyproline O-galactosyltransferase GALT4" "protein glycosylation" "BnaA09g29530D" "hydroxyproline O-galactosyltransferase GALT4" "LOC106367541" -1.42078139362011 0.00990134894771311
"106367592" "GO:0042744" "BP" "peroxidase 6" "hydrogen peroxide catabolic process" "BnaA09g29780D" "peroxidase 6" "LOC106367592" -4.71765149459534 7.35360386299223e-06
"106367592" "GO:0006979" "BP" "peroxidase 6" "response to oxidative stress" "BnaA09g29780D" "peroxidase 6" "LOC106367592" -4.71765149459534 7.35360386299223e-06
"106367594" "GO:0030574" "BP" "metalloendoproteinase 3-MMP" "collagen catabolic process" "BnaA09g29750D" "metalloendoproteinase 3-MMP" "LOC106367594" -2.72928050619716 8.31691623561626e-06
"106367594" "GO:0030198" "BP" "metalloendoproteinase 3-MMP" "extracellular matrix organization" "BnaA09g29750D" "metalloendoproteinase 3-MMP" "LOC106367594" -2.72928050619716 8.31691623561626e-06
"106367594" "GO:0006508" "BP" "metalloendoproteinase 3-MMP" "proteolysis" "BnaA09g29750D" "metalloendoproteinase 3-MMP" "LOC106367594" -2.72928050619716 8.31691623561626e-06
"106367758" NA NA NA NA "BnaA02g30950D" "F-box protein At5g49610" "LOC106367758" -1.88450122043082 0.00390362065507898
"106368041" NA NA NA NA "BnaA09g36250D" "probable aquaporin SIP2-1" "LOC106368041" -5.19659753448906 1.55003982157334e-05
"106368085" NA NA NA NA "BnaA09g35810D" "uncharacterized BNAA09G35810D" "BNAA09G35810D" -4.52038312431989 5.66069081548195e-19
"106368129" "GO:0006486" "BP" "glycosylinositol phosphorylceramide mannosyl transferase 1-like" "protein glycosylation" "BnaA09g35400D" "glycosylinositol phosphorylceramide mannosyl transferase 1-like" "LOC106368129" -1.8471523487948 0.00120899630196362
"106368364" "GO:0070816" "BP" "probable serine/threonine-protein kinase At1g09600" "phosphorylation of RNA polymerase II C-terminal domain" "BnaAnng34090D" "probable serine/threonine-protein kinase At1g09600" "LOC106368364" -1.79485394293113 0.00212660947153788
