"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS" "log2FoldChange" "padj"
"106367722" NA NA NA NA "BnaC08g22640D" "naringenin,2-oxoglutarate 3-dioxygenase" "F3H-1" 3.92351956199663 1.02440384642414e-10
"106367778" "GO:0006412" "BP" "40S ribosomal protein S24-1" "translation" "BnaC02g39500D" "40S ribosomal protein S24-1" "LOC106367778" 2.00108153776422 3.87173511614855e-05
"106367793" "GO:0002181" "BP" "60S ribosomal protein L24-2" "cytoplasmic translation" "BnaC06g14370D" "60S ribosomal protein L24-2" "LOC106367793" 1.94878715079075 8.74058732561325e-05
"106367917" "GO:0002181" "BP" "60S ribosomal protein L24-2" "cytoplasmic translation" "BnaC06g14370D" "60S ribosomal protein L24-2" "LOC106367917" 1.94878715079075 8.74058732561325e-05
"106368083" NA NA NA NA "BnaA09g35840D" "probable WRKY transcription factor 70" "LOC106368083" 11.7793969517029 1.27752130810685e-18
"106368087" "GO:0002940" "BP" "tRNA (guanine(26)-N(2))-dimethyltransferase" "tRNA N2-guanine methylation" "BnaA09g35780D" "tRNA (guanine(26)-N(2))-dimethyltransferase" "LOC106368087" 1.76918916250106 0.00810385155197218
"106368126" NA NA NA NA "BnaA09g35450D" "uncharacterized LOC106368126" "LOC106368126" 2.151055939399 0.0025104864910206
"106368308" NA NA NA NA "BnaCnng47890D" "putative F-box protein At3g58950" "LOC106368308" 2.37230202425865 0.000155714388315443
"106368403" NA NA NA NA "BnaA09g38270D" "phragmoplastin DRP1E" "LOC106368403" 5.34778997066384 6.63667215257908e-06
"106368418" "GO:0035551" "BP" "methionine aminopeptidase 2B" "protein initiator methionine removal involved in protein maturation" "BnaA09g38240D" "methionine aminopeptidase 2B" "LOC106368418" 1.75700338494824 0.000836229191486837
"106368419" NA NA NA NA "BnaA09g38230D" "aminoacyl tRNA synthase complex-interacting multifunctional protein 1" "LOC106368419" 2.09991949176397 0.002536010465204
"106368420" "GO:0006914" "BP" "cysteine protease ATG4b" "autophagy" "BnaA09g38200D" "cysteine protease ATG4b" "LOC106368420" 1.73713689178625 0.000934267451869898
"106368420" "GO:0015031" "BP" "cysteine protease ATG4b" "protein transport" "BnaA09g38200D" "cysteine protease ATG4b" "LOC106368420" 1.73713689178625 0.000934267451869898
"106368420" "GO:0006508" "BP" "cysteine protease ATG4b" "proteolysis" "BnaA09g38200D" "cysteine protease ATG4b" "LOC106368420" 1.73713689178625 0.000934267451869898
"106368479" "GO:0031122" "BP" "tubulin gamma-1 chain" "cytoplasmic microtubule organization" "BnaA09g39360D" "tubulin gamma-1 chain" "LOC106368479" 3.12967629801712 2.13746791880273e-08
"106368479" "GO:0000212" "BP" "tubulin gamma-1 chain" "meiotic spindle organization" "BnaA09g39360D" "tubulin gamma-1 chain" "LOC106368479" 3.12967629801712 2.13746791880273e-08
"106368479" "GO:0000226" "BP" "tubulin gamma-1 chain" "microtubule cytoskeleton organization" "BnaA09g39360D" "tubulin gamma-1 chain" "LOC106368479" 3.12967629801712 2.13746791880273e-08
"106368479" "GO:0007020" "BP" "tubulin gamma-1 chain" "microtubule nucleation" "BnaA09g39360D" "tubulin gamma-1 chain" "LOC106368479" 3.12967629801712 2.13746791880273e-08
"106368479" "GO:0007017" "BP" "tubulin gamma-1 chain" "microtubule-based process" "BnaA09g39360D" "tubulin gamma-1 chain" "LOC106368479" 3.12967629801712 2.13746791880273e-08
"106368479" "GO:0000278" "BP" "tubulin gamma-1 chain" "mitotic cell cycle" "BnaA09g39360D" "tubulin gamma-1 chain" "LOC106368479" 3.12967629801712 2.13746791880273e-08
"106368479" "GO:0000070" "BP" "tubulin gamma-1 chain" "mitotic sister chromatid segregation" "BnaA09g39360D" "tubulin gamma-1 chain" "LOC106368479" 3.12967629801712 2.13746791880273e-08
"106368479" "GO:0007052" "BP" "tubulin gamma-1 chain" "mitotic spindle organization" "BnaA09g39360D" "tubulin gamma-1 chain" "LOC106368479" 3.12967629801712 2.13746791880273e-08
"106368490" NA NA NA NA "BnaA09g55550D" "uncharacterized BNAA09G55550D" "BNAA09G55550D" 7.68250461907961 1.35240819503513e-06
"106368500" "GO:0006457" "BP" "peptidyl-prolyl cis-trans isomerase CYP20-3, chloroplastic" "protein folding" "BnaA09g39610D" "peptidyl-prolyl cis-trans isomerase CYP20-3, chloroplastic" "LOC106368500" 1.70938321509643 0.00774273616585516
"106368500" "GO:0000413" "BP" "peptidyl-prolyl cis-trans isomerase CYP20-3, chloroplastic" "protein peptidyl-prolyl isomerization" "BnaA09g39610D" "peptidyl-prolyl cis-trans isomerase CYP20-3, chloroplastic" "LOC106368500" 1.70938321509643 0.00774273616585516
"106368513" "GO:0019941" "BP" "ubiquitin-40S ribosomal protein S27a-3" "modification-dependent protein catabolic process" "BnaA04g27270D" "ubiquitin-40S ribosomal protein S27a-3" "LOC106368513" 2.2438719074671 3.58431498469953e-06
"106368513" "GO:0016567" "BP" "ubiquitin-40S ribosomal protein S27a-3" "protein ubiquitination" "BnaA04g27270D" "ubiquitin-40S ribosomal protein S27a-3" "LOC106368513" 2.2438719074671 3.58431498469953e-06
"106368513" "GO:0006412" "BP" "ubiquitin-40S ribosomal protein S27a-3" "translation" "BnaA04g27270D" "ubiquitin-40S ribosomal protein S27a-3" "LOC106368513" 2.2438719074671 3.58431498469953e-06
"106368531" NA NA NA NA "BnaA09g40450D" "uncharacterized BNAA09G40450D" "BNAA09G40450D" 2.89859281203921 0.000915119704742244
"106368545" "GO:0016226" "BP" "protein CIA1" "iron-sulfur cluster assembly" "BnaA09g40680D" "protein CIA1" "LOC106368545" 1.63735062122454 0.00555193248582039
"106368549" "GO:0009738" "BP" "lachrymatory-factor synthase" "abscisic acid-activated signaling pathway" "BnaA09g40740D" "lachrymatory-factor synthase" "LOC106368549" 11.4189296654577 1.43040702580281e-39
"106368583" "GO:0006979" "BP" "phospholipid hydroperoxide glutathione peroxidase 1, chloroplastic" "response to oxidative stress" "BnaAnng31150D" "phospholipid hydroperoxide glutathione peroxidase 1, chloroplastic" "LOC106368583" 1.38154317672906 0.0167698502001178
"106368631" "GO:0006412" "BP" "50S ribosomal protein L35, chloroplastic" "translation" "BnaA09g41680D" "50S ribosomal protein L35, chloroplastic" "LOC106368631" 4.55053231363362 8.82399525333605e-10
"106368692" "GO:0009247" "BP" "monogalactosyldiacylglycerol synthase 1, chloroplastic" "glycolipid biosynthetic process" "BnaCnng51890D" "monogalactosyldiacylglycerol synthase 1, chloroplastic" "LOC106368692" 2.69295719578951 4.01301987438914e-07
"106368775" "GO:0006468" "BP" "receptor-like serine/threonine-protein kinase ALE2" "protein phosphorylation" "BnaA09g43810D" "receptor-like serine/threonine-protein kinase ALE2" "LOC106368775" 2.11656724882866 0.000147685810465358
"106368798" "GO:0010207" "BP" "protein THYLAKOID FORMATION 1, chloroplastic" "photosystem II assembly" "BnaA09g43540D" "protein THYLAKOID FORMATION 1, chloroplastic" "LOC106368798" 1.24891584423404 0.00776148428347001
"106368798" "GO:0045037" "BP" "protein THYLAKOID FORMATION 1, chloroplastic" "protein import into chloroplast stroma" "BnaA09g43540D" "protein THYLAKOID FORMATION 1, chloroplastic" "LOC106368798" 1.24891584423404 0.00776148428347001
"106368798" "GO:0045038" "BP" "protein THYLAKOID FORMATION 1, chloroplastic" "protein import into chloroplast thylakoid membrane" "BnaA09g43540D" "protein THYLAKOID FORMATION 1, chloroplastic" "LOC106368798" 1.24891584423404 0.00776148428347001
"106368798" "GO:0010027" "BP" "protein THYLAKOID FORMATION 1, chloroplastic" "thylakoid membrane organization" "BnaA09g43540D" "protein THYLAKOID FORMATION 1, chloroplastic" "LOC106368798" 1.24891584423404 0.00776148428347001
"106368926" "GO:0042989" "BP" "profilin-1" "sequestering of actin monomers" "BnaC08g36570D" "profilin-1" "LOC106368926" 1.5710378842722 0.000411308437193981
"106368927" "GO:0006412" "BP" "40S ribosomal protein S30" "translation" "BnaA09g09970D" "40S ribosomal protein S30" "LOC106368927" 2.25894174363252 1.22215678648186e-06
"106368973" "GO:0030245" "BP" "endoglucanase 6" "cellulose catabolic process" "BnaC09g11040D" "endoglucanase 6" "LOC106368973" 1.7001225853131 0.000736880826789928
"106369003" "GO:0015979" "BP" "photosystem II reaction center W protein, chloroplastic" "photosynthesis" "BnaA10g27910D" "photosystem II reaction center W protein, chloroplastic" "LOC106369003" 2.05529568300936 0.0384133580490377
"106369003" "GO:0042549" "BP" "photosystem II reaction center W protein, chloroplastic" "photosystem II stabilization" "BnaA10g27910D" "photosystem II reaction center W protein, chloroplastic" "LOC106369003" 2.05529568300936 0.0384133580490377
"106369018" "GO:0017126" "BP" "protein EMBRYO DEFECTIVE 514" "nucleologenesis" "BnaAnng24490D" "protein EMBRYO DEFECTIVE 514" "LOC106369018" 3.25615651730705 2.17331094959743e-11
"106369102" NA NA NA NA "BnaA09g46120D" "probable inactive purple acid phosphatase 1" "LOC106369102" 3.31566065689674 9.61568240806911e-11
"106369134" "GO:0009767" "BP" "photosynthetic NDH subunit of lumenal location 2, chloroplastic-like" "photosynthetic electron transport chain" "BnaA09g45770D" "photosynthetic NDH subunit of lumenal location 2, chloroplastic-like" "LOC106369134" 10.1158663155855 1.1728270254805e-13
"106369238" NA NA NA NA "BnaAnng12240D" "pentatricopeptide repeat-containing protein At4g21190" "LOC106369238" 1.50338198942705 0.00396627139221872
"106369240" "GO:0006412" "BP" "60S ribosomal protein L23-like" "translation" "BnaA08g27920D" "60S ribosomal protein L23-like" "LOC106369240" 2.06020265304365 3.35107537879621e-07
"106369250" "GO:0001731" "BP" "eukaryotic translation initiation factor 2 subunit gamma" "formation of translation preinitiation complex" "BnaA09g50640D" "eukaryotic translation initiation factor 2 subunit gamma" "LOC106369250" 2.11586187621146 1.2113478091398e-05
"106369250" "GO:0045903" "BP" "eukaryotic translation initiation factor 2 subunit gamma" "positive regulation of translational fidelity" "BnaA09g50640D" "eukaryotic translation initiation factor 2 subunit gamma" "LOC106369250" 2.11586187621146 1.2113478091398e-05
"106369339" "GO:0009637" "BP" "protein TWIN LOV 1" "response to blue light" "BnaA06g34070D" "protein TWIN LOV 1" "LOC106369339" 1.84721021919964 0.000381214814890885
"106369340" NA NA NA NA "BnaA06g34080D" "uncharacterized BNAA06G34080D" "BNAA06G34080D" 3.26480928778466 0.000676587963510491
"106369341" NA NA NA NA "BnaA06g34090D" "uncharacterized BNAA06G34090D" "BNAA06G34090D" 1.36855964366039 0.0210938979364439
"106369355" "GO:0050832" "BP" "defensin-like protein 2" "defense response to fungus" "BnaA06g34320D" "defensin-like protein 2" "LOC106369355" 1.08674963993008 0.0270299200694393
"106369355" "GO:0031640" "BP" "defensin-like protein 2" "killing of cells of another organism" "BnaA06g34320D" "defensin-like protein 2" "LOC106369355" 1.08674963993008 0.0270299200694393
"106369505" "GO:0033617" "BP" "protein SCO1 homolog 2, mitochondrial" "mitochondrial cytochrome c oxidase assembly" "BnaA01g05740D" "protein SCO1 homolog 2, mitochondrial" "LOC106369505" 9.13805191544314 7.019762744794e-11
"106370112" NA NA NA NA "BnaC07g12680D" "uncharacterized protein At1g27050" "BNAC07G12680D" 1.73070959056953 0.00152818113950617
"106370155" "GO:0002182" "BP" "60S acidic ribosomal protein P2-3-like" "cytoplasmic translational elongation" "BnaA02g29320D" "60S acidic ribosomal protein P2-3-like" "LOC106370155" 1.2123147162039 0.0123904685802875
"106370181" "GO:0016567" "BP" "uncharacterized BNAA10G03660D" "protein ubiquitination" "BnaA10g03660D" "uncharacterized BNAA10G03660D" "BNAA10G03660D" 2.53436573858073 3.93629480661107e-06
"106370198" "GO:0016036" "BP" "SPX domain-containing protein 3" "cellular response to phosphate starvation" "BnaC04g50120D" "SPX domain-containing protein 3" "LOC106370198" 3.24021569544253 2.25781862745162e-05
"106370251" "GO:0006412" "BP" "50S ribosomal protein L30" "translation" "BnaC09g31760D" "50S ribosomal protein L30" "LOC106370251" 2.28582474175675 2.40126932802119e-05
"106370386" "GO:0016094" "BP" "dehydrodolichyl diphosphate synthase 8" "polyprenol biosynthetic process" "BnaA10g13280D" "dehydrodolichyl diphosphate synthase 8" "LOC106370386" 6.02753481445831 0.000413946461632729
"106370392" "GO:0006450" "BP" "threonylcarbamoyl-AMP synthase" "regulation of translational fidelity" "BnaA10g13390D" "threonylcarbamoyl-AMP synthase" "LOC106370392" 2.61038967195902 1.35203171347055e-05
"106370575" NA NA NA NA "BnaC09g41670D" "chloroplastic group IIB intron splicing facilitator CRS2-B, chloroplastic" "LOC106370575" 1.75546134346806 0.0128404454814719
"106370625" NA NA NA NA "BnaCnng61420D" "uncharacterized BNACNNG61420D" "BNACNNG61420D" 3.80352492693618 2.24981920077507e-12
"106370743" "GO:0030490" "BP" "40S ribosomal protein S28-1" "maturation of SSU-rRNA" "BnaC03g01450D" "40S ribosomal protein S28-1" "LOC106370743" 2.1713422293266 3.56988013101445e-05
"106370743" "GO:0000028" "BP" "40S ribosomal protein S28-1" "ribosomal small subunit assembly" "BnaC03g01450D" "40S ribosomal protein S28-1" "LOC106370743" 2.1713422293266 3.56988013101445e-05
"106370743" "GO:0006412" "BP" "40S ribosomal protein S28-1" "translation" "BnaC03g01450D" "40S ribosomal protein S28-1" "LOC106370743" 2.1713422293266 3.56988013101445e-05
"106370756" "GO:0016094" "BP" "dehydrodolichyl diphosphate synthase 8-like" "polyprenol biosynthetic process" "BnaA10g13290D" "dehydrodolichyl diphosphate synthase 8-like" "LOC106370756" 3.4408955989637 0.041613511124732
"106370756" "GO:0006486" "BP" "dehydrodolichyl diphosphate synthase 8-like" "protein glycosylation" "BnaA10g13290D" "dehydrodolichyl diphosphate synthase 8-like" "LOC106370756" 3.4408955989637 0.041613511124732
"106370844" "GO:0006412" "BP" "40S ribosomal protein S29" "translation" "BnaC01g04410D" "40S ribosomal protein S29" "LOC106370844" 2.03882973503167 1.29242972552337e-05
"106370865" NA NA NA NA "BnaA10g00370D" "glycerol-3-phosphate 2-O-acyltransferase 4-like" "GPAT4-A1" 1.70261450408839 0.016987908972582
"106370939" "GO:0001731" "BP" "eukaryotic translation initiation factor 2 subunit gamma" "formation of translation preinitiation complex" "BnaA10g02410D" "eukaryotic translation initiation factor 2 subunit gamma" "LOC106370939" 1.57098122324084 0.00487171060242419
"106370939" "GO:0045903" "BP" "eukaryotic translation initiation factor 2 subunit gamma" "positive regulation of translational fidelity" "BnaA10g02410D" "eukaryotic translation initiation factor 2 subunit gamma" "LOC106370939" 1.57098122324084 0.00487171060242419
"106371013" "GO:0006412" "BP" "60S ribosomal protein L23" "translation" "BnaA08g27920D" "60S ribosomal protein L23" "LOC106371013" 2.06020265304365 3.35107537879621e-07
"106371087" "GO:0006508" "BP" "probable membrane metalloprotease ARASP2, chloroplastic" "proteolysis" "BnaA10g03150D" "probable membrane metalloprotease ARASP2, chloroplastic" "LOC106371087" 4.9349705272253 0.00047630003024726
"106371101" "GO:0005980" "BP" "alpha-glucan phosphorylase 1" "glycogen catabolic process" "BnaA02g29830D" "alpha-glucan phosphorylase 1" "LOC106371101" 2.07823457090056 0.000600536255202813
"106371123" "GO:0003333" "BP" "amino acid transporter AVT1I" "amino acid transmembrane transport" "BnaA02g29580D" "amino acid transporter AVT1I" "LOC106371123" 5.76358059704477 1.80851472727026e-17
"106371129" "GO:0006281" "BP" "FACT complex subunit SSRP1" "DNA repair" "BnaC02g37430D" "FACT complex subunit SSRP1" "LOC106371129" 1.21045623005667 0.013627593753595
"106371129" "GO:0006260" "BP" "FACT complex subunit SSRP1" "DNA replication" "BnaC02g37430D" "FACT complex subunit SSRP1" "LOC106371129" 1.21045623005667 0.013627593753595
"106371144" NA NA NA NA "BnaA10g04120D" "transcription factor MYB13" "LOC106371144" 9.12152622506052 0.000177957183159306
"106371204" "GO:0006412" "BP" "40S ribosomal protein S13-2" "translation" "BnaA05g04770D" "40S ribosomal protein S13-2" "LOC106371204" 2.27036860043215 2.22674031507824e-06
"106371270" "GO:0006120" "BP" "NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9" "mitochondrial electron transport, NADH to ubiquinone" "BnaC03g65880D" "NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9" "LOC106371270" 1.1112757758584 0.030359333013091
"106371322" "GO:0006777" "BP" "adenylyltransferase and sulfurtransferase MOCS3" "Mo-molybdopterin cofactor biosynthetic process" "BnaA10g09380D" "adenylyltransferase and sulfurtransferase MOCS3" "LOC106371322" 2.28016307555862 0.00163439934668649
"106371322" "GO:0002143" "BP" "adenylyltransferase and sulfurtransferase MOCS3" "tRNA wobble position uridine thiolation" "BnaA10g09380D" "adenylyltransferase and sulfurtransferase MOCS3" "LOC106371322" 2.28016307555862 0.00163439934668649
"106371411" "GO:0045039" "BP" "mitochondrial import inner membrane translocase subunit TIM22-3" "protein insertion into mitochondrial inner membrane" "BnaA10g09540D" "mitochondrial import inner membrane translocase subunit TIM22-3" "LOC106371411" 2.74731066912894 2.19475480986688e-08
"106371411" "GO:0045036" "BP" "mitochondrial import inner membrane translocase subunit TIM22-3" "protein targeting to chloroplast" "BnaA10g09540D" "mitochondrial import inner membrane translocase subunit TIM22-3" "LOC106371411" 2.74731066912894 2.19475480986688e-08
"106371467" "GO:0006421" "BP" "asparagine--tRNA ligase, cytoplasmic 1" "asparaginyl-tRNA aminoacylation" "BnaA10g10830D" "asparagine--tRNA ligase, cytoplasmic 1" "LOC106371467" 1.84599522971691 0.000610013812451135
"106371469" "GO:0006412" "BP" "40S ribosomal protein S30" "translation" "BnaA09g09970D" "40S ribosomal protein S30" "LOC106371469" 2.25894174363252 1.22215678648186e-06
"106371471" "GO:0002181" "BP" "60S ribosomal protein L31-3" "cytoplasmic translation" "BnaC03g13330D" "60S ribosomal protein L31-3" "LOC106371471" 3.2615442890324 2.85802381746216e-14
"106371487" "GO:0000724" "BP" "nucleosome assembly protein 1;3" "double-strand break repair via homologous recombination" "BnaA10g28950D" "nucleosome assembly protein 1;3" "LOC106371487" 1.52660436233532 0.00248633862212297
"106371487" "GO:0006334" "BP" "nucleosome assembly protein 1;3" "nucleosome assembly" "BnaA10g28950D" "nucleosome assembly protein 1;3" "LOC106371487" 1.52660436233532 0.00248633862212297
"106371487" "GO:0016444" "BP" "nucleosome assembly protein 1;3" "somatic cell DNA recombination" "BnaA10g28950D" "nucleosome assembly protein 1;3" "LOC106371487" 1.52660436233532 0.00248633862212297
"106371517" NA NA NA NA "BnaA10g11350D" "60S acidic ribosomal protein P3-2" "LOC106371517" 1.11149582865978 0.0321726338144358
"106371606" "GO:0009734" "BP" "auxin response factor 4" "auxin-activated signaling pathway" "BnaA10g13260D" "auxin response factor 4" "LOC106371606" 2.58721536010423 0.00789265383902999
"106371606" "GO:0006355" "BP" "auxin response factor 4" "regulation of DNA-templated transcription" "BnaA10g13260D" "auxin response factor 4" "LOC106371606" 2.58721536010423 0.00789265383902999
"106371617" "GO:0006412" "BP" "60S ribosomal protein L12-3" "translation" "BnaA10g13490D" "60S ribosomal protein L12-3" "LOC106371617" 2.53621314384067 2.45122160995251e-06
"106371619" "GO:0030154" "BP" "homeobox-leucine zipper protein REVOLUTA" "cell differentiation" "BnaA10g13520D" "homeobox-leucine zipper protein REVOLUTA" "REV" 3.20054641147734 0.0158909461032658
"106371632" "GO:0006334" "BP" "histone H2B.10" "nucleosome assembly" "BnaC09g36190D" "histone H2B.10" "LOC106371632" 2.79727818027935 1.06426049514011e-09
"106371707" "GO:0006457" "BP" "T-complex protein 1 subunit beta" "protein folding" "BnaC09g37000D" "T-complex protein 1 subunit beta" "LOC106371707" 1.85940233973285 0.000229420219979156
"106371734" "GO:0006879" "BP" "protein BOLA2-like" "cellular iron ion homeostasis" "BnaA09g06960D" "protein BOLA2-like" "LOC106371734" 9.37836347662605 0.000617459157028197
"106371734" "GO:0097428" "BP" "protein BOLA2-like" "protein maturation by iron-sulfur cluster transfer" "BnaA09g06960D" "protein BOLA2-like" "LOC106371734" 9.37836347662605 0.000617459157028197
"106371736" "GO:0006412" "BP" "50S ribosomal protein L17" "translation" "BnaA09g06940D" "50S ribosomal protein L17" "LOC106371736" 2.49721739823814 1.52760156848164e-06
"106371833" "GO:0009451" "BP" "pentatricopeptide repeat-containing protein At1g31790" "RNA modification" "BnaCnng15330D" "pentatricopeptide repeat-containing protein At1g31790" "LOC106371833" 2.68891287860558 5.87052990256078e-05
"106371893" NA NA NA NA "BnaA08g04420D" "photosystem II 22 kDa protein, chloroplastic" "LOC106371893" 3.63763233521016 0.0201060244969795
"106371896" NA NA NA NA "BnaC04g44880D" "F-box protein At2g14710-like" "LOC106371896" 3.3801550209329 4.55776919938408e-10
"106371899" NA NA NA NA "BnaC05g32920D" "large ribosomal RNA subunit accumulation protein YCED homolog 1, chloroplastic-like" "LOC106371899" 3.48171684908598 0.0314835131341904
"106372023" "GO:0015986" "BP" "uncharacterized LOC106372023" "proton motive force-driven ATP synthesis" "BnaA01g07360D" "uncharacterized LOC106372023" "LOC106372023" 1.18147184257625 0.0426789222571688
"106372028" "GO:0042274" "BP" "40S ribosomal protein S7-3" "ribosomal small subunit biogenesis" "BnaA10g18170D" "40S ribosomal protein S7-3" "LOC106372028" 2.27575465625118 2.38658565486827e-07
"106372028" "GO:0006364" "BP" "40S ribosomal protein S7-3" "rRNA processing" "BnaA10g18170D" "40S ribosomal protein S7-3" "LOC106372028" 2.27575465625118 2.38658565486827e-07
"106372028" "GO:0006412" "BP" "40S ribosomal protein S7-3" "translation" "BnaA10g18170D" "40S ribosomal protein S7-3" "LOC106372028" 2.27575465625118 2.38658565486827e-07
"106372044" NA NA NA NA "BnaC03g13910D" "E3 ubiquitin-protein ligase At4g11680" "LOC106372044" 3.16731838513919 6.05417608851095e-06
"106372077" "GO:0006086" "BP" "pyruvate dehydrogenase E1 component subunit beta-2, chloroplastic" "acetyl-CoA biosynthetic process from pyruvate" "BnaCnng42420D" "pyruvate dehydrogenase E1 component subunit beta-2, chloroplastic" "LOC106372077" 1.19712533878542 0.00662936327864822
"106372226" "GO:0006542" "BP" "glutamine synthetase cytosolic isozyme 1-4" "glutamine biosynthetic process" "BnaC09g41340D" "glutamine synthetase cytosolic isozyme 1-4" "LOC106372226" 4.19310321705747 8.6746139854514e-18
"106372259" "GO:0001510" "BP" "ribosomal RNA large subunit methyltransferase E" "RNA methylation" "BnaC09g43310D" "ribosomal RNA large subunit methyltransferase E" "LOC106372259" 4.75525748716845 1.99834185732265e-05
"106372272" "GO:0071482" "BP" "RNA polymerase sigma factor sigD, chloroplastic" "cellular response to light stimulus" "BnaC09g43350D" "RNA polymerase sigma factor sigD, chloroplastic" "LOC106372272" 9.2551831834163 7.83616515811787e-09
"106372272" "GO:0006352" "BP" "RNA polymerase sigma factor sigD, chloroplastic" "DNA-templated transcription initiation" "BnaC09g43350D" "RNA polymerase sigma factor sigD, chloroplastic" "LOC106372272" 9.2551831834163 7.83616515811787e-09
"106372280" NA NA NA NA "BnaC09g43480D" "protein RETARDED ROOT GROWTH-LIKE" "BNAC09G43480D" 3.45895513734774 1.45039125215034e-10
"106372291" "GO:0006412" "BP" "50S ribosomal protein L10, chloroplastic" "translation" "BnaC09g43570D" "50S ribosomal protein L10, chloroplastic" "LOC106372291" 1.83972685216784 0.00188869095564177
"106372351" NA NA NA NA "BnaA01g06470D" "protein HEAT-INDUCED TAS1 TARGET 1" "BNAA01G06470D" 2.72467516807779 2.46697831505207e-05
"106372369" NA NA NA NA "BnaA10g30110D" "zinc finger CCCH domain-containing protein 55" "LOC106372369" 2.69968705291472 2.54059785991039e-13
"106372374" "GO:0035556" "BP" "calcium-dependent protein kinase 7-like" "intracellular signal transduction" "BnaA10g29980D" "calcium-dependent protein kinase 7-like" "LOC106372374" 1.65711861527169 0.00120383027318814
"106372374" "GO:0018105" "BP" "calcium-dependent protein kinase 7-like" "peptidyl-serine phosphorylation" "BnaA10g29980D" "calcium-dependent protein kinase 7-like" "LOC106372374" 1.65711861527169 0.00120383027318814
"106372374" "GO:0046777" "BP" "calcium-dependent protein kinase 7-like" "protein autophosphorylation" "BnaA10g29980D" "calcium-dependent protein kinase 7-like" "LOC106372374" 1.65711861527169 0.00120383027318814
"106372374" "GO:0006468" "BP" "calcium-dependent protein kinase 7-like" "protein phosphorylation" "BnaA10g29980D" "calcium-dependent protein kinase 7-like" "LOC106372374" 1.65711861527169 0.00120383027318814
"106372399" "GO:0006952" "BP" "protein NONRESPONDING TO OXYLIPINS 2, mitochondrial" "defense response" "BnaA10g30120D" "protein NONRESPONDING TO OXYLIPINS 2, mitochondrial" "BNAA10G30120D" 2.56948438080032 8.15052726101638e-07
"106372423" "GO:0006412" "BP" "40S ribosomal protein S30" "translation" "BnaC09g10020D" "40S ribosomal protein S30" "LOC106372423" 2.95227705917635 5.78547583224283e-08
"106372550" NA NA NA NA "BnaC05g40160D" "RNA-binding protein PNO1" "LOC106372550" 2.51700415794092 1.68382562477861e-08
"106372741" "GO:0042254" "BP" "60S ribosomal protein L34-2" "ribosome biogenesis" "BnaCnng58700D" "60S ribosomal protein L34-2" "LOC106372741" 2.26520998567149 2.15346295548456e-07
"106372741" "GO:0006412" "BP" "60S ribosomal protein L34-2" "translation" "BnaCnng58700D" "60S ribosomal protein L34-2" "LOC106372741" 2.26520998567149 2.15346295548456e-07
"106372890" "GO:0030150" "BP" "mitochondrial import inner membrane translocase subunit TIM50-like" "protein import into mitochondrial matrix" "BnaA05g13510D" "mitochondrial import inner membrane translocase subunit TIM50-like" "LOC106372890" 3.09270807262975 1.09007043507198e-08
"106373304" "GO:0045944" "BP" "floral homeotic protein AGAMOUS" "positive regulation of transcription by RNA polymerase II" "BnaA01g09760D" "floral homeotic protein AGAMOUS" "AG1" 2.28346463785762 0.000449015399658397
"106374276" "GO:0006412" "BP" "40S ribosomal protein S30" "translation" "BnaA09g09970D" "40S ribosomal protein S30" "LOC106374276" 2.25894174363252 1.22215678648186e-06
"106374391" "GO:0006379" "BP" "DNA-directed RNA polymerase I subunit RPA12" "mRNA cleavage" "BnaC05g15580D" "DNA-directed RNA polymerase I subunit RPA12" "LOC106374391" 2.31313161586435 4.19646734492471e-05
"106374391" "GO:0006363" "BP" "DNA-directed RNA polymerase I subunit RPA12" "termination of RNA polymerase I transcription" "BnaC05g15580D" "DNA-directed RNA polymerase I subunit RPA12" "LOC106374391" 2.31313161586435 4.19646734492471e-05
"106374441" "GO:0042128" "BP" "high-affinity nitrate transporter 3.1-like" "nitrate assimilation" "BnaA02g11760D" "high-affinity nitrate transporter 3.1-like" "LOC106374441" 1.71223486841919 0.0162529198349336
"106374441" "GO:0010167" "BP" "high-affinity nitrate transporter 3.1-like" "response to nitrate" "BnaA02g11760D" "high-affinity nitrate transporter 3.1-like" "LOC106374441" 1.71223486841919 0.0162529198349336
"106374489" NA NA NA NA "BnaA01g13230D" "probable WRKY transcription factor 29" "LOC106374489" 8.98780616133874 0.012405017524733
"106374494" "GO:0009738" "BP" "abscisic acid receptor PYL10" "abscisic acid-activated signaling pathway" "BnaCnng68710D" "abscisic acid receptor PYL10" "LOC106374494" 11.6891863297421 2.85346227679176e-18
"106374494" "GO:0080163" "BP" "abscisic acid receptor PYL10" "regulation of protein serine/threonine phosphatase activity" "BnaCnng68710D" "abscisic acid receptor PYL10" "LOC106374494" 11.6891863297421 2.85346227679176e-18
"106374727" "GO:0032211" "BP" "CST complex subunit TEN1" "negative regulation of telomere maintenance via telomerase" "BnaC01g27250D" "CST complex subunit TEN1" "BNAC01G27250D" 1.92842207974927 0.000808162102243091
"106374770" NA NA NA NA "BnaC01g28220D" "uncharacterized BNAC01G28220D" "BNAC01G28220D" 11.761080995087 2.00883944118751e-19
