"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS" "log2FoldChange" "padj"
"106367360" "GO:0000162" "BP" "anthranilate synthase beta subunit 1, chloroplastic" "tryptophan biosynthetic process" "BnaA09g28350D" "anthranilate synthase beta subunit 1, chloroplastic" "LOC106367360" 1.1057669925088 0.0337206355717522
"106367362" "GO:0006753" "BP" "nudix hydrolase 25" "nucleoside phosphate metabolic process" "BnaA09g26430D" "nudix hydrolase 25" "LOC106367362" -1.78968455069762 0.00803733048567388
"106367362" "GO:0019693" "BP" "nudix hydrolase 25" "ribose phosphate metabolic process" "BnaA09g26430D" "nudix hydrolase 25" "LOC106367362" -1.78968455069762 0.00803733048567388
"106367366" NA NA NA NA "BnaA09g26480D" "calcyclin-binding protein" "LOC106367366" 1.93368232274584 0.000490417057223773
"106367419" "GO:0006788" "BP" "heme oxygenase 1, chloroplastic-like" "heme oxidation" "BnaA09g27040D" "heme oxygenase 1, chloroplastic-like" "LOC106367419" -1.69644802429348 0.0268935742023846
"106367419" "GO:0015979" "BP" "heme oxygenase 1, chloroplastic-like" "photosynthesis" "BnaA09g27040D" "heme oxygenase 1, chloroplastic-like" "LOC106367419" -1.69644802429348 0.0268935742023846
"106367491" NA NA NA NA "BnaCnng33190D" "uncharacterized BNACNNG33190D" "BNACNNG33190D" 2.08400032429143 0.000122971073770799
"106367598" NA NA NA NA "BnaA09g29710D" "probable galacturonosyltransferase-like 8" "LOC106367598" -1.65824338159922 0.00779736729937577
"106368049" NA NA NA NA "BnaA09g36160D" "UBP1-associated protein 2A" "LOC106368049" 1.10593679705285 0.0435513355015076
"106368078" NA NA NA NA "BnaA09g35980D" "E3 ubiquitin-protein ligase RZF1" "LOC106368078" -1.6189891309965 0.016126036029634
"106368634" NA NA NA NA "BnaA09g41750D" "probable cyclic nucleotide-gated ion channel 6" "LOC106368634" 3.93409509981737 0.00956252116109248
"106368803" "GO:0003333" "BP" "auxin transporter-like protein 2" "amino acid transmembrane transport" "BnaA09g43460D" "auxin transporter-like protein 2" "LOC106368803" 2.85951608265295 0.0478326179651046
"106368808" "GO:0006094" "BP" "triosephosphate isomerase, chloroplastic" "gluconeogenesis" "BnaA09g43380D" "triosephosphate isomerase, chloroplastic" "LOC106368808" 1.6264596797256 0.000854957207475026
"106368808" "GO:0046166" "BP" "triosephosphate isomerase, chloroplastic" "glyceraldehyde-3-phosphate biosynthetic process" "BnaA09g43380D" "triosephosphate isomerase, chloroplastic" "LOC106368808" 1.6264596797256 0.000854957207475026
"106368808" "GO:0019563" "BP" "triosephosphate isomerase, chloroplastic" "glycerol catabolic process" "BnaA09g43380D" "triosephosphate isomerase, chloroplastic" "LOC106368808" 1.6264596797256 0.000854957207475026
"106368808" "GO:0006096" "BP" "triosephosphate isomerase, chloroplastic" "glycolytic process" "BnaA09g43380D" "triosephosphate isomerase, chloroplastic" "LOC106368808" 1.6264596797256 0.000854957207475026
"106368995" "GO:0045037" "BP" "protein TIC110, chloroplastic" "protein import into chloroplast stroma" "BnaA10g28000D" "protein TIC110, chloroplastic" "LOC106368995" 1.36334099684207 0.0016947084621755
"106369087" "GO:0006952" "BP" "pathogenesis-related protein 5" "defense response" "BnaA09g44230D" "pathogenesis-related protein 5" "LOC106369087" -1.73878136238281 0.00589146599216827
"106369337" "GO:0006952" "BP" "single-stranded DNA-binding protein WHY3, chloroplastic" "defense response" "BnaA06g34040D" "single-stranded DNA-binding protein WHY3, chloroplastic" "LOC106369337" 2.55511138042334 0.000117978379560366
"106369337" "GO:0006355" "BP" "single-stranded DNA-binding protein WHY3, chloroplastic" "regulation of DNA-templated transcription" "BnaA06g34040D" "single-stranded DNA-binding protein WHY3, chloroplastic" "LOC106369337" 2.55511138042334 0.000117978379560366
"106370078" "GO:0006096" "BP" "2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 2-like" "glycolytic process" "BnaA02g18710D" "2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 2-like" "LOC106370078" 1.63487488853121 0.0102312251275045
"106370194" NA NA NA NA "BnaC04g56940D" "protein BRI1-5 ENHANCED 1" "LOC106370194" -2.93164545441141 0.0126769558859081
"106370638" NA NA NA NA "BnaA10g30070D" "DNA damage-repair/toleration protein DRT100" "LOC106370638" -2.1269363443287 0.0467723479558747
"106370702" NA NA NA NA "BnaC05g40260D" "uncharacterized BNAC05G40260D" "BNAC05G40260D" -3.81701994465766 0.00590721078645457
"106371147" "GO:0006636" "BP" "delta-9 desaturase-like 1 protein" "unsaturated fatty acid biosynthetic process" "BnaA10g04040D" "delta-9 desaturase-like 1 protein" "LOC106371147" -6.57328807251956 0.0479872885022806
"106371166" NA NA NA NA "BnaA10g03850D" "pentatricopeptide repeat-containing protein At1g05670, mitochondrial-like" "LOC106371166" 1.89937504593015 0.00459273765553531
"106371291" NA NA NA NA "BnaA10g06770D" "thylakoid lumenal 17.4 kDa protein, chloroplastic" "LOC106371291" 4.51215131948083 0.0328847049828625
"106371316" NA NA NA NA "BnaAnng28430D" "uncharacterized BNAANNG28430D" "BNAANNG28430D" -3.24492090593388 0.00227561789253357
"106371489" NA NA NA NA "BnaA10g29050D" "uncharacterized BNAA10G29050D" "BNAA10G29050D" 1.02737411661786 0.0297354230465221
"106371578" "GO:0006629" "BP" "temperature-induced lipocalin-1" "lipid metabolic process" "BnaA10g29280D" "temperature-induced lipocalin-1" "LOC106371578" -1.18568037350083 0.041947906172658
"106371578" "GO:0000302" "BP" "temperature-induced lipocalin-1" "response to reactive oxygen species" "BnaA10g29280D" "temperature-induced lipocalin-1" "LOC106371578" -1.18568037350083 0.041947906172658
"106371686" NA NA NA NA "BnaA03g08250D" "calmodulin" "LOC106371686" -1.2945227820122 0.000364303781730242
"106371917" "GO:0000272" "BP" "inactive beta-amylase 9" "polysaccharide catabolic process" "BnaC09g39140D" "inactive beta-amylase 9" "LOC106371917" 1.16207834319741 0.0189726645365565
"106371918" "GO:0015995" "BP" "divinyl chlorophyllide a 8-vinyl-reductase, chloroplastic" "chlorophyll biosynthetic process" "BnaC09g39160D" "divinyl chlorophyllide a 8-vinyl-reductase, chloroplastic" "LOC106371918" 1.50601933747075 0.0239994012499961
"106372263" NA NA NA NA "BnaC09g43320D" "uncharacterized BNAC09G43320D" "BNAC09G43320D" -1.65690722253208 0.0229609320835192
"106372299" "GO:0005975" "BP" "transaldolase" "carbohydrate metabolic process" "BnaC09g43670D" "transaldolase" "LOC106372299" -1.21430324649261 0.0237931588086322
"106372299" "GO:0006098" "BP" "transaldolase" "pentose-phosphate shunt" "BnaC09g43670D" "transaldolase" "LOC106372299" -1.21430324649261 0.0237931588086322
"106372545" NA NA NA NA "BnaC05g40060D" "chaperone protein dnaJ 11, chloroplastic" "LOC106372545" 1.3735223753332 0.0229958245480128
"106373223" NA NA NA NA "BnaCnng78240D" "pollen-specific leucine-rich repeat extensin-like protein 3" "LOC106373223" -4.36415395671049 0.0319260244234476
"106373548" "GO:0006355" "BP" "NAC domain-containing protein 92-like" "regulation of DNA-templated transcription" "BnaC01g09890D" "NAC domain-containing protein 92-like" "NAC74-1.1" -2.87402555535967 0.0239766927740952
"106374409" NA NA NA NA "BnaC01g21100D" "uncharacterized BNAC01G21100D" "BNAC01G21100D" 1.96023099682447 0.0459240284272911
"106374426" NA NA NA NA "BnaCnng13810D" "probable WRKY transcription factor 59" "LOC106374426" 3.25805406499282 0.0376908592041891
"106374492" NA NA NA NA "BnaC01g20460D" "uncharacterized protein At4g00950" "BNAC01G20460D" -5.49880311149252 0.0383539924012568
"106374540" "GO:0006952" "BP" "MLP-like protein 328" "defense response" "BnaCnng51700D" "MLP-like protein 328" "LOC106374540" 5.44644162853919 0.013887013119814
"106374574" NA NA NA NA "BnaC01g23780D" "uncharacterized BNAC01G23780D" "BNAC01G23780D" -4.86822097784545 5.9582372753084e-05
"106375012" NA NA NA NA "BnaC03g69930D" "FCS-Like Zinc finger 17" "BNAC03G69930D" 5.68767345275867 0.00640577862372612
"106375027" NA NA NA NA "BnaC08g49660D" "uncharacterized BNAC08G49660D" "BNAC08G49660D" -3.86344037038262 0.00304356178040614
"106375055" "GO:0006355" "BP" "transcription factor JUNGBRUNNEN 1" "regulation of DNA-templated transcription" "BnaA05g34370D" "transcription factor JUNGBRUNNEN 1" "LOC106375055" -5.04028177694046 0.0456375848256484
"106375374" "GO:0006338" "BP" "transcription initiation factor TFIID subunit 14b" "chromatin remodeling" "BnaC07g18570D" "transcription initiation factor TFIID subunit 14b" "LOC106375374" 1.15385187580373 0.0356348569744147
"106375374" "GO:0016573" "BP" "transcription initiation factor TFIID subunit 14b" "histone acetylation" "BnaC07g18570D" "transcription initiation factor TFIID subunit 14b" "LOC106375374" 1.15385187580373 0.0356348569744147
"106375374" "GO:0006357" "BP" "transcription initiation factor TFIID subunit 14b" "regulation of transcription by RNA polymerase II" "BnaC07g18570D" "transcription initiation factor TFIID subunit 14b" "LOC106375374" 1.15385187580373 0.0356348569744147
"106376104" "GO:0015995" "BP" "protochlorophyllide reductase B, chloroplastic" "chlorophyll biosynthetic process" "BnaC01g19630D" "protochlorophyllide reductase B, chloroplastic" "LOC106376104" 2.05784774716054 0.012282264950636
"106376104" "GO:0015979" "BP" "protochlorophyllide reductase B, chloroplastic" "photosynthesis" "BnaC01g19630D" "protochlorophyllide reductase B, chloroplastic" "LOC106376104" 2.05784774716054 0.012282264950636
"106376110" NA NA NA NA "BnaC01g20110D" "uncharacterized BNAC01G20110D" "BNAC01G20110D" 1.19745342894015 0.0335090530743853
"106376127" NA NA NA NA "BnaC01g20400D" "protein yippee-like At4g27745" "LOC106376127" 2.09259536306986 0.0377411361916564
"106376226" NA NA NA NA "BnaC01g22900D" "protein LIFEGUARD 1" "LOC106376226" 2.97440470274248 0.0037032099661854
"106376246" NA NA NA NA "BnaA06g38230D" "major latex allergen Hev b 5" "LOC106376246" -1.53450779756676 0.0122040294507973
"106376295" "GO:0010105" "BP" "ETO1-like protein 2" "negative regulation of ethylene-activated signaling pathway" "BnaCnng49980D" "ETO1-like protein 2" "LOC106376295" 2.87490364721366 0.00318532860282922
"106376295" "GO:0016567" "BP" "ETO1-like protein 2" "protein ubiquitination" "BnaCnng49980D" "ETO1-like protein 2" "LOC106376295" 2.87490364721366 0.00318532860282922
"106376387" "GO:0043328" "BP" "vacuolar protein sorting-associated protein 28 homolog 2" "protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway" "BnaC09g22330D" "vacuolar protein sorting-associated protein 28 homolog 2" "LOC106376387" 2.30501307661215 0.0266860483070394
"106376616" "GO:0006952" "BP" "probable disease resistance protein At1g52660" "defense response" "BnaAnng28610D" "probable disease resistance protein At1g52660" "LOC106376616" -7.50972008944671 3.35625703843649e-05
"106376639" NA NA NA NA "BnaCnng08290D" "uncharacterized BNACNNG08290D" "BNACNNG08290D" 2.38990224005427 0.0339040474094807
"106377039" "GO:0048856" "BP" "zinc finger protein WIP3" "anatomical structure development" "BnaC08g43240D" "zinc finger protein WIP3" "LOC106377039" -2.57285590946976 0.035983581527172
"106377039" "GO:0010468" "BP" "zinc finger protein WIP3" "regulation of gene expression" "BnaC08g43240D" "zinc finger protein WIP3" "LOC106377039" -2.57285590946976 0.035983581527172
"106377326" "GO:0050832" "BP" "defensin-like protein 19" "defense response to fungus" "BnaC08g18880D" "defensin-like protein 19" "defensin" -8.09283974096249 7.39362933778331e-07
"106377326" "GO:0031640" "BP" "defensin-like protein 19" "killing of cells of another organism" "BnaC08g18880D" "defensin-like protein 19" "defensin" -8.09283974096249 7.39362933778331e-07
"106377344" "GO:0006886" "BP" "ADP-ribosylation factor 1" "intracellular protein transport" "BnaC08g49620D" "ADP-ribosylation factor 1" "LOC106377344" -4.54808797238847 0.000748144733446999
"106377344" "GO:0016192" "BP" "ADP-ribosylation factor 1" "vesicle-mediated transport" "BnaC08g49620D" "ADP-ribosylation factor 1" "LOC106377344" -4.54808797238847 0.000748144733446999
"106377555" "GO:0042790" "BP" "DNA-directed RNA polymerase I subunit rpa49" "nucleolar large rRNA transcription by RNA polymerase I" "BnaC01g44610D" "DNA-directed RNA polymerase I subunit rpa49" "LOC106377555" 1.75301921402526 0.00395460390822206
"106377555" "GO:0001188" "BP" "DNA-directed RNA polymerase I subunit rpa49" "RNA polymerase I preinitiation complex assembly" "BnaC01g44610D" "DNA-directed RNA polymerase I subunit rpa49" "LOC106377555" 1.75301921402526 0.00395460390822206
"106377555" "GO:0006362" "BP" "DNA-directed RNA polymerase I subunit rpa49" "transcription elongation by RNA polymerase I" "BnaC01g44610D" "DNA-directed RNA polymerase I subunit rpa49" "LOC106377555" 1.75301921402526 0.00395460390822206
"106377707" "GO:0043161" "BP" "uncharacterized LOC106377707" "proteasome-mediated ubiquitin-dependent protein catabolic process" "BnaC04g12440D" "uncharacterized LOC106377707" "LOC106377707" -6.33930928854329 0.0235140838116145
"106379136" "GO:0009873" "BP" "ethylene-responsive transcription factor ERF115" "ethylene-activated signaling pathway" "BnaC02g01680D" "ethylene-responsive transcription factor ERF115" "LOC106379136" 6.79841387679928 0.0404590396408027
"106379156" NA NA NA NA "BnaC04g12570D" "uncharacterized LOC106379156" "LOC106379156" 2.44804731359096 0.0495262287054412
"106379349" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit 1B, chloroplastic" "photorespiration" "BnaC02g17150D" "ribulose bisphosphate carboxylase small subunit 1B, chloroplastic" "LOC106379349" -6.26694062565005 0.0111352947922599
"106379349" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit 1B, chloroplastic" "reductive pentose-phosphate cycle" "BnaC02g17150D" "ribulose bisphosphate carboxylase small subunit 1B, chloroplastic" "LOC106379349" -6.26694062565005 0.0111352947922599
"106379445" NA NA NA NA "BnaA02g12180D" "protein ASYMMETRIC LEAVES 2" "LOC106379445" 3.79956827954784 0.00693383891830731
"106379521" NA NA NA NA "BnaC02g25700D" "peroxynitrite isomerase Rv2717c" "LOC106379521" -1.74862128147996 0.0136840180508236
"106379525" "GO:0006355" "BP" "transcription factor MYB117" "regulation of DNA-templated transcription" "BnaCnng12230D" "transcription factor MYB117" "LOC106379525" 1.27259098202718 0.0325433617854405
"106379624" "GO:1990961" "BP" "protein DETOXIFICATION 52" "xenobiotic detoxification by transmembrane export across the plasma membrane" "BnaC02g08930D" "protein DETOXIFICATION 52" "LOC106379624" 5.72107995312744 0.00516445815649627
"106379763" "GO:0006357" "BP" "transcription factor bHLH113" "regulation of transcription by RNA polymerase II" "BnaA01g26110D" "transcription factor bHLH113" "LOC106379763" -3.58521016510392 0.0162315713995893
"106379918" NA NA NA NA "BnaAnng36290D" "dehydration-responsive element-binding protein 1F" "LOC106379918" 4.17544101336378 0.00122109912298643
"106379920" "GO:0009653" "BP" "expansin-A7" "anatomical structure morphogenesis" "BnaA08g24690D" "expansin-A7" "LOC106379920" -7.02764549110924 0.000245649896069342
"106379920" "GO:0009664" "BP" "expansin-A7" "plant-type cell wall organization" "BnaA08g24690D" "expansin-A7" "LOC106379920" -7.02764549110924 0.000245649896069342
"106379931" "GO:0097510" "BP" "uracil-DNA glycosylase, mitochondrial" "base-excision repair, AP site formation via deaminated base removal" "BnaA01g26640D" "uracil-DNA glycosylase, mitochondrial" "LOC106379931" 2.1020731396761 0.0264738119588316
"106380540" "GO:0045727" "BP" "translation factor GUF1 homolog, chloroplastic" "positive regulation of translation" "BnaC02g01060D" "translation factor GUF1 homolog, chloroplastic" "LOC106380540" 1.29345440363171 0.0290279328123146
"106380540" "GO:0006412" "BP" "translation factor GUF1 homolog, chloroplastic" "translation" "BnaC02g01060D" "translation factor GUF1 homolog, chloroplastic" "LOC106380540" 1.29345440363171 0.0290279328123146
"106380720" NA NA NA NA "BnaC02g09310D" "DUF724 domain-containing protein 1" "BNAC02G09310D" 4.07626956352023 0.00279152557818292
"106381072" NA NA NA NA "BnaC02g17070D" "uncharacterized LOC106381072" "LOC106381072" -1.45761670934242 0.0358405907028067
"106381481" "GO:0006421" "BP" "asparagine--tRNA ligase, chloroplastic/mitochondrial" "asparaginyl-tRNA aminoacylation" "BnaC01g21050D" "asparagine--tRNA ligase, chloroplastic/mitochondrial" "LOC106381481" 1.66078231294798 0.0161920046939747
"106381679" "GO:0016192" "BP" "ras-related protein RABA1c" "vesicle-mediated transport" "BnaC02g31750D" "ras-related protein RABA1c" "LOC106381679" 1.05179365052423 0.0205781855711404
"106381711" NA NA NA NA "BnaA01g31100D" "protein yippee-like At3g11230" "LOC106381711" -1.64808181169362 0.00683490333714397
"106381890" NA NA NA NA "BnaC02g32920D" "pectinesterase inhibitor 12" "LOC106381890" -1.2350936912811 0.0128261522993334
"106381914" NA NA NA NA "BnaC01g24150D" "uncharacterized BNAC01G24150D" "BNAC01G24150D" 4.05938520506502 0.00690211247050138
"106381916" NA NA NA NA "BnaC02g33890D" "uncharacterized BNAC02G33890D" "BNAC02G33890D" -1.63432358047951 0.0321959598699112
"106381932" "GO:0065002" "BP" "sec-independent protein translocase protein TATC, chloroplastic" "intracellular protein transmembrane transport" "BnaC02g33640D" "sec-independent protein translocase protein TATC, chloroplastic" "LOC106381932" 2.21580196379354 0.0225551142292569
"106381932" "GO:0043953" "BP" "sec-independent protein translocase protein TATC, chloroplastic" "protein transport by the Tat complex" "BnaC02g33640D" "sec-independent protein translocase protein TATC, chloroplastic" "LOC106381932" 2.21580196379354 0.0225551142292569
"106381969" "GO:0070475" "BP" "dual-specificity RNA methyltransferase RlmN" "rRNA base methylation" "BnaA09g14260D" "dual-specificity RNA methyltransferase RlmN" "LOC106381969" 1.27078873311759 0.0236091266594468
"106381969" "GO:0030488" "BP" "dual-specificity RNA methyltransferase RlmN" "tRNA methylation" "BnaA09g14260D" "dual-specificity RNA methyltransferase RlmN" "LOC106381969" 1.27078873311759 0.0236091266594468
"106382114" "GO:0032787" "BP" "mitochondrial amidoxime reducing component 2" "monocarboxylic acid metabolic process" "BnaC09g18290D" "mitochondrial amidoxime reducing component 2" "LOC106382114" -2.04193948747378 0.0016814669044137
"106382422" NA NA NA NA "BnaC08g21750D" "uncharacterized BNAC08G21750D" "BNAC08G21750D" -1.69632280550845 0.0151844271964946
"106382447" "GO:0006351" "BP" "protein DELAY OF GERMINATION 1" "DNA-templated transcription" "BnaCnng37860D" "protein DELAY OF GERMINATION 1" "LOC106382447" -6.63840319393239 0.00422453620860566
"106382472" NA NA NA NA "BnaC06g12460D" "putative E3 ubiquitin-protein ligase XBAT34" "LOC106382472" 3.93680708878946 0.00311707153862979
"106382566" "GO:0006281" "BP" "replication factor C subunit 3-like" "DNA repair" "BnaC02g39840D" "replication factor C subunit 3-like" "LOC106382566" 1.07108366029942 0.015222607480749
"106382566" "GO:0006261" "BP" "replication factor C subunit 3-like" "DNA-templated DNA replication" "BnaC02g39840D" "replication factor C subunit 3-like" "LOC106382566" 1.07108366029942 0.015222607480749
"106382567" NA NA NA NA "BnaC02g39830D" "heparan-alpha-glucosaminide N-acetyltransferase-like" "LOC106382567" 4.87714279087042 0.0131388494781709
"106382748" NA NA NA NA "BnaA01g06130D" "uncharacterized BNAA01G06130D" "BNAA01G06130D" -1.24484104566703 0.00816923979272046
"106382892" NA NA NA NA "BnaA02g34430D" "uncharacterized BNAA02G34430D" "BNAA02G34430D" 4.08126044732057 0.0113651780285566
"106383609" "GO:0006108" "BP" "NADP-dependent malic enzyme 2" "malate metabolic process" "BnaA02g35010D" "NADP-dependent malic enzyme 2" "LOC106383609" -1.97515486899018 0.000215376121113948
"106383609" "GO:0006090" "BP" "NADP-dependent malic enzyme 2" "pyruvate metabolic process" "BnaA02g35010D" "NADP-dependent malic enzyme 2" "LOC106383609" -1.97515486899018 0.000215376121113948
"106384648" NA NA NA NA "BnaAnng32920D" "F-box/kelch-repeat protein At5g39560" "LOC106384648" 5.14454611862191 0.0261598550093493
"106384861" "GO:0009690" "BP" "cytokinin dehydrogenase 7" "cytokinin metabolic process" "BnaA02g05340D" "cytokinin dehydrogenase 7" "CKX7-2" -3.42273338531358 0.0400853960727249
"106385385" NA NA NA NA "BnaCnng18480D" "uncharacterized LOC106385385" "LOC106385385" -5.35036396722162 0.0113656078777924
"106387329" NA NA NA NA "BnaC03g12960D" "afadin- and alpha-actinin-binding protein A" "LOC106387329" 1.29093269945835 0.00441015071776062
"106387438" "GO:0051410" "BP" "nitrilase 2" "detoxification of nitrogen compound" "BnaC03g13560D" "nitrilase 2" "LOC106387438" -2.61104652862248 0.0455048977333153
"106387438" "GO:0006807" "BP" "nitrilase 2" "nitrogen compound metabolic process" "BnaC03g13560D" "nitrilase 2" "LOC106387438" -2.61104652862248 0.0455048977333153
"106387693" NA NA NA NA "BnaC09g41070D" "transcription factor MYB41" "LOC106387693" 5.07348225517562 0.0302970495181985
"106387734" NA NA NA NA "BnaA10g17210D" "maltose excess protein 1, chloroplastic" "LOC106387734" 1.90311939181165 0.00078090609275756
"106387781" NA NA NA NA "BnaA10g16540D" "probable aquaporin SIP1-2" "LOC106387781" -3.86935534475817 0.00379239813431669
"106387849" "GO:0006749" "BP" "glutathione S-transferase F9" "glutathione metabolic process" "BnaC03g17110D" "glutathione S-transferase F9" "LOC106387849" -1.70924584232806 0.001235966981532
"106387849" "GO:0042221" "BP" "glutathione S-transferase F9" "response to chemical" "BnaC03g17110D" "glutathione S-transferase F9" "LOC106387849" -1.70924584232806 0.001235966981532
"106387868" NA NA NA NA "BnaC03g16960D" "trans-cinnamate 4-monooxygenase" "LOC106387868" -1.2921096058229 0.0253769587694599
"106387931" "GO:0006869" "BP" "non-specific lipid-transfer protein 3" "lipid transport" "BnaCnng42990D" "non-specific lipid-transfer protein 3" "LOC106387931" 8.58574582263506 8.54093340032013e-09
"106388246" "GO:0006633" "BP" "linoleate 9S-lipoxygenase 5" "fatty acid biosynthetic process" "BnaC05g30190D" "linoleate 9S-lipoxygenase 5" "LOC106388246" -1.56926027890193 0.00291733896158498
"106388246" "GO:0034440" "BP" "linoleate 9S-lipoxygenase 5" "lipid oxidation" "BnaC05g30190D" "linoleate 9S-lipoxygenase 5" "LOC106388246" -1.56926027890193 0.00291733896158498
"106388246" "GO:0031408" "BP" "linoleate 9S-lipoxygenase 5" "oxylipin biosynthetic process" "BnaC05g30190D" "linoleate 9S-lipoxygenase 5" "LOC106388246" -1.56926027890193 0.00291733896158498
"106388279" NA NA NA NA "BnaC03g23750D" "protein COLD-REGULATED 15B, chloroplastic" "LOC106388279" 6.85624324629536 0.000104850945708403
"106388458" "GO:0035266" "BP" "WD repeat-containing protein PCN" "meristem growth" "BnaC03g27960D" "WD repeat-containing protein PCN" "LOC106388458" 1.43163051390644 0.00783063374436163
"106388458" "GO:0010073" "BP" "WD repeat-containing protein PCN" "meristem maintenance" "BnaC03g27960D" "WD repeat-containing protein PCN" "LOC106388458" 1.43163051390644 0.00783063374436163
"106388507" NA NA NA NA "BnaC03g27400D" "metallothionein-like protein 4B" "LOC106388507" -6.38857234621614 0.00290610207270511
"106388605" "GO:0006749" "BP" "glutathione S-transferase F3" "glutathione metabolic process" "BnaC03g30870D" "glutathione S-transferase F3" "LOC106388605" -4.33333004253233 0.00432623534020231
"106388605" "GO:0042221" "BP" "glutathione S-transferase F3" "response to chemical" "BnaC03g30870D" "glutathione S-transferase F3" "LOC106388605" -4.33333004253233 0.00432623534020231
"106388883" "GO:0016192" "BP" "protein YIPF1 homolog" "vesicle-mediated transport" "BnaC03g34200D" "protein YIPF1 homolog" "LOC106388883" -1.18573463118292 0.00274767147306398
"106388902" "GO:0045010" "BP" "formin-like protein 10" "actin nucleation" "BnaC03g35330D" "formin-like protein 10" "LOC106388902" -1.54375400081913 0.048480122059515
"106389056" "GO:0030261" "BP" "histone H1" "chromosome condensation" "BnaA01g27090D" "histone H1" "LOC106389056" 1.01429684971426 0.0381385971108398
"106389056" "GO:0045910" "BP" "histone H1" "negative regulation of DNA recombination" "BnaA01g27090D" "histone H1" "LOC106389056" 1.01429684971426 0.0381385971108398
"106389056" "GO:0006334" "BP" "histone H1" "nucleosome assembly" "BnaA01g27090D" "histone H1" "LOC106389056" 1.01429684971426 0.0381385971108398
"106389243" "GO:0000209" "BP" "ubiquitin-conjugating enzyme E2 28" "protein polyubiquitination" "BnaC09g11960D" "ubiquitin-conjugating enzyme E2 28" "LOC106389243" -1.25479686664493 0.00655786833903449
"106389243" "GO:0006511" "BP" "ubiquitin-conjugating enzyme E2 28" "ubiquitin-dependent protein catabolic process" "BnaC09g11960D" "ubiquitin-conjugating enzyme E2 28" "LOC106389243" -1.25479686664493 0.00655786833903449
"106389247" NA NA NA NA "BnaA01g07050D" "UPF0725 protein At4g29550" "LOC106389247" 1.29526482429145 0.0209975090632814
"106389567" "GO:0061157" "BP" "YTH domain-containing family protein" "mRNA destabilization" "BnaC03g58200D" "YTH domain-containing family protein" "BNAC03G58200D" 1.6298749181091 0.001417775280568
"106389840" "GO:0009733" "BP" "auxin-responsive protein SAUR72" "response to auxin" "BnaCnng23650D" "auxin-responsive protein SAUR72" "LOC106389840" 3.19549242647873 0.0487867599246456
"106389855" "GO:0006284" "BP" "DNA-3-methyladenine glycosylase 1" "base-excision repair" "BnaC05g40490D" "DNA-3-methyladenine glycosylase 1" "LOC106389855" 6.86419397409334 7.7859679504469e-05
"106389879" "GO:0032509" "BP" "vacuolar protein sorting-associated protein 2 homolog 2" "endosome transport via multivesicular body sorting pathway" "BnaC03g63830D" "vacuolar protein sorting-associated protein 2 homolog 2" "LOC106389879" 1.14928692318523 0.0459893971028841
"106389879" "GO:0045324" "BP" "vacuolar protein sorting-associated protein 2 homolog 2" "late endosome to vacuole transport" "BnaC03g63830D" "vacuolar protein sorting-associated protein 2 homolog 2" "LOC106389879" 1.14928692318523 0.0459893971028841
"106389879" "GO:0015031" "BP" "vacuolar protein sorting-associated protein 2 homolog 2" "protein transport" "BnaC03g63830D" "vacuolar protein sorting-associated protein 2 homolog 2" "LOC106389879" 1.14928692318523 0.0459893971028841
"106390055" "GO:0000398" "BP" "probable small nuclear ribonucleoprotein F" "mRNA splicing, via spliceosome" "BnaA03g50010D" "probable small nuclear ribonucleoprotein F" "LOC106390055" 4.19804298007604 0.00437871633828994
"106390055" "GO:0000387" "BP" "probable small nuclear ribonucleoprotein F" "spliceosomal snRNP assembly" "BnaA03g50010D" "probable small nuclear ribonucleoprotein F" "LOC106390055" 4.19804298007604 0.00437871633828994
"106390064" "GO:0009263" "BP" "ribonucleoside-diphosphate reductase small chain C" "deoxyribonucleotide biosynthetic process" "BnaA02g28570D" "ribonucleoside-diphosphate reductase small chain C" "LOC106390064" -1.26605159770703 0.0236758306430113
"106390512" "GO:1902983" "BP" "probable DNA replication complex GINS protein PSF1" "DNA strand elongation involved in mitotic DNA replication" "BnaA02g19940D" "probable DNA replication complex GINS protein PSF1" "LOC106390512" 1.86761912131891 8.14813293205714e-06
"106390561" NA NA NA NA "BnaC09g31370D" "uncharacterized BNAC09G31370D" "BNAC09G31370D" -1.40828065002058 0.0215282667587503
"106390582" NA NA NA NA "BnaCnng45760D" "probable WRKY transcription factor 41" "LOC106390582" -1.31421176539135 0.0471154713607298
"106390623" NA NA NA NA "BnaA02g10250D" "WD repeat-containing protein 44" "LOC106390623" 3.88346146527533 0.0180082850644432
"106390766" "GO:0016117" "BP" "15-cis-phytoene desaturase, chloroplastic/chromoplastic-like" "carotenoid biosynthetic process" "BnaC04g28970D" "15-cis-phytoene desaturase, chloroplastic/chromoplastic-like" "LOC106390766" 1.18901227888861 0.0322825446479114
"106390822" NA NA NA NA "BnaC04g29770D" "glucan endo-1,3-beta-glucosidase 1" "LOC106390822" -4.06768690725776 1.31259985304726e-05
